Time,ID,Action,Weight (kg),Weight (g)
2019-12-02 18:45:06,,weight checked,4.925,
2019-12-02 18:48:30,000280,food added,,42.42
2019-12-02 18:50:06,,weight checked,4.993,
2019-12-02 18:51:29,000281,food added,,20.88
2019-12-02 18:54:05,000282,food added,,49.82
2019-12-02 18:54:15,000283,food added,,66.47
2019-12-02 18:55:07,,weight checked,5.200,
2019-12-02 18:55:10,000284,food added,,120.88
2019-12-02 18:55:39,000285,food added,,20.81
2019-12-02 18:56:37,000286,food added,,126.15
2019-12-02 19:00:04,000287,food added,,24.95
2019-12-02 19:00:07,000288,food added,,72.72
2019-12-02 19:00:07,,weight checked,5.551,
2019-12-02 19:05:07,,weight checked,5.540,
2019-12-02 19:06:01,000289,food added,,40.39
2019-12-02 19:08:15,000290,food added,,43.40
2019-12-02 19:08:43,000291,food added,,44.63
2019-12-02 19:10:08,,weight checked,5.663,
2019-12-02 19:15:08,,weight checked,5.650,
2019-12-02 19:15:27,000292,food added,,89.65
2019-12-02 19:15:45,000293,food added,,88.27
2019-12-02 19:20:09,,weight checked,5.833,
2019-12-02 19:23:38,000294,food added,,21.53
2019-12-02 19:25:09,,weight checked,5.860,
2019-12-02 19:30:10,,weight checked,5.840,
2019-12-02 19:35:10,,weight checked,5.827,
2019-12-02 19:40:11,,weight checked,5.808,
2019-12-02 19:42:25,000295,food added,,120.28
2019-12-02 19:45:11,,weight checked,5.906,
2019-12-02 19:46:47,000296,food added,,94.65
2019-12-02 19:50:12,,weight checked,5.986,
2019-12-02 19:54:43,000297,bin removed,23.536,
2019-12-02 19:57:55,000298,scale reset,0.000,
2019-12-02 19:57:55,,weight checked,-0.000,
2019-12-02 19:58:37,000299,food added,,20.14
2019-12-02 20:00:12,,weight checked,0.006,
2019-12-02 20:00:41,000300,food added,,21.52
2019-12-02 20:02:14,000301,food added,,22.43
2019-12-02 20:02:59,000302,food added,,97.92
2019-12-02 20:05:13,,weight checked,0.111,
2019-12-02 20:10:13,,weight checked,0.151,
2019-12-02 20:15:14,,weight checked,0.164,
2019-12-02 20:20:14,,weight checked,0.171,
2019-12-02 20:25:15,,weight checked,0.169,
2019-12-02 20:30:15,,weight checked,0.156,
2019-12-02 20:35:16,,weight checked,0.139,
2019-12-02 20:40:16,,weight checked,0.121,
2019-12-02 20:45:17,,weight checked,0.109,
2019-12-02 20:50:17,,weight checked,0.095,
2019-12-02 20:55:17,,weight checked,0.073,
2019-12-03 06:06:06,,weight checked,0.386,
2019-12-03 06:06:10,000303,scale reset,0.002,
2019-12-03 06:11:07,,weight checked,0.000,
2019-12-03 06:16:07,,weight checked,-0.005,
2019-12-03 06:21:08,,weight checked,-0.011,
2019-12-03 06:26:08,,weight checked,-0.024,
2019-12-03 06:31:09,,weight checked,-0.030,
2019-12-03 06:36:09,,weight checked,-0.054,
2019-12-03 06:41:10,,weight checked,-0.106,
2019-12-03 06:46:10,,weight checked,-0.154,
2019-12-03 06:51:10,,weight checked,-0.213,
2019-12-03 06:56:11,,weight checked,-0.276,
2019-12-03 07:01:11,,weight checked,-0.292,
2019-12-03 07:03:49,000304,food added,,205.52
2019-12-03 07:03:51,000305,bin removed,0,
2019-12-03 07:04:32,000306,scale reset,-0.003,
2019-12-03 07:06:12,,weight checked,-0.001,
2019-12-03 07:11:12,,weight checked,0.016,
2019-12-03 07:16:13,,weight checked,0.031,
2019-12-03 07:21:13,,weight checked,0.051,
2019-12-03 07:26:14,,weight checked,0.068,
2019-12-03 07:31:14,,weight checked,0.077,
2019-12-03 07:36:14,,weight checked,0.086,
2019-12-03 07:41:15,,weight checked,0.090,
2019-12-03 07:46:15,,weight checked,0.085,
2019-12-03 07:48:03,000307,food added,,74.43
2019-12-03 07:49:44,000308,food added,,45.52
2019-12-03 07:51:16,,weight checked,0.234,
2019-12-03 07:51:16,000309,food added,,37.18
2019-12-03 07:53:24,000310,food added,,201.69
2019-12-03 07:56:16,,weight checked,0.480,
2019-12-03 07:56:59,000311,scale reset,-0.002,
2019-12-03 07:58:53,000312,food added,,21.83
2019-12-03 08:01:53,,weight checked,-0.031,
2019-12-03 08:06:54,,weight checked,-0.035,
2019-12-03 08:07:47,000313,food added,,81.24
2019-12-03 08:11:54,,weight checked,0.047,
2019-12-03 08:16:55,,weight checked,0.082,
2019-12-03 08:21:55,,weight checked,0.080,
2019-12-03 08:26:56,,weight checked,0.078,
2019-12-03 08:27:34,000314,food added,,140.87
2019-12-03 08:27:53,000315,food added,,136.59
2019-12-03 08:28:02,000316,food added,,94.47
2019-12-03 08:31:56,,weight checked,0.480,
2019-12-03 08:36:57,,weight checked,0.499,
2019-12-03 08:41:57,,weight checked,0.521,
2019-12-03 08:46:58,,weight checked,0.518,
2019-12-03 08:51:58,,weight checked,0.525,
2019-12-03 08:56:14,000317,food added,,82.19
2019-12-03 08:56:58,,weight checked,0.596,
2019-12-03 09:00:17,000318,food added,,32.82
2019-12-03 09:01:59,,weight checked,0.626,
2019-12-03 09:02:07,000319,food added,,47.72
2019-12-03 09:04:14,000320,food added,,72.34
2019-12-03 09:06:59,,weight checked,0.743,
2019-12-03 09:12:00,,weight checked,0.739,
2019-12-03 09:12:09,000321,food added,,70.81
