Time (d),Average (kg),Additions
304.05206,-0.0009
304.05207,-0.0008
304.05208,-0.0003
304.05209,-0.0007
304.05211,-0.0022
304.05212,-0.0041
304.05213,-0.0047
304.05214,-0.0048
304.05215,-0.0052
304.05216,-0.0068
304.05218,-0.0084
304.05219,-0.0088
304.0522,-0.0100
304.05221,-0.0118
304.05222,-0.0124
304.05223,-0.0124
304.05225,-0.0127
304.05226,-0.0135
304.05227,-0.0142
304.05228,-0.0153
304.05229,-0.0158
304.0523,-0.0162
304.05231,-0.0173
304.05233,-0.0196
304.05234,-0.0215
304.05235,-0.0253
304.05236,-0.0303
304.05237,-0.0364
304.05238,-0.0426
304.0524,-0.0462
304.05241,-0.0490
304.05242,-0.0509
304.05243,-0.0515
304.05244,-0.0531
304.05245,-0.0539
304.05247,-0.0538
304.05248,-0.0530
304.05249,-0.0524
304.0525,-0.0527
304.05251,-0.0534
304.05252,-0.0521
304.05253,-0.0524
304.05255,-0.0539
304.05256,-0.0540
304.05257,-0.0535
304.05258,-0.0530
304.05259,-0.0537
304.0526,-0.0539
304.05262,-0.0534
304.05263,-0.0533
304.05264,-0.0537
304.05265,-0.0541
304.05266,-0.0543
304.05267,-0.0541
304.05269,-0.0542
304.0527,-0.0540
304.05271,-0.0539
304.05272,-0.0537
304.05273,-0.0531
304.05274,-0.0536
304.05275,-0.0534
304.05277,-0.0539
304.05278,-0.0547
304.05279,-0.0536
304.0528,-0.0535
304.05281,-0.0542
304.05282,-0.0534
304.05284,-0.0526
304.05285,-0.0529
304.05286,-0.0536
304.05287,-0.0538
304.05288,-0.0535
304.05289,-0.0536
304.05291,-0.0526
304.05292,-0.0532
304.05293,-0.0535
304.05294,-0.0529
304.05295,-0.0529
304.05296,-0.0532
304.05297,-0.0534
304.05299,-0.0538
304.053,-0.0533
304.05301,-0.0531
304.05302,-0.0532
304.05303,-0.0528
304.05304,-0.0532
304.05306,-0.0531
304.05307,-0.0532
304.05308,-0.0538
304.05309,-0.0534
304.0531,-0.0534
304.05311,-0.0532
304.05313,-0.0531
304.05314,-0.0538
304.05315,-0.0541
304.05316,-0.0535
304.05317,-0.0531
304.05318,-0.0533
304.05319,-0.0529
304.05321,-0.0532
304.05322,-0.0533
304.05323,-0.0527
304.05324,-0.0521
304.05325,-0.0529
304.05326,-0.0530
304.05328,-0.0525
304.05329,-0.0532
304.0533,-0.0533
304.05331,-0.0531
304.05332,-0.0529
304.05333,-0.0537
304.05334,-0.0546
304.05336,-0.0547
304.05337,-0.0535
304.05338,-0.0524
304.05339,-0.0529
304.0534,-0.0530
304.05341,-0.0527
304.05343,-0.0526
304.05344,-0.0522
304.05345,-0.0522
304.05346,-0.0518
304.05347,-0.0518
304.05348,-0.0526
304.0535,-0.0524
304.05351,-0.0520
304.05352,-0.0530
304.05353,-0.0528
304.05354,-0.0529
304.05355,-0.0536
304.05356,-0.0527
304.05358,-0.0523
304.05359,-0.0532
304.0536,-0.0536
304.05361,-0.0527
304.05362,-0.0527
304.05363,-0.0523
304.05365,-0.0524
304.05366,-0.0526
304.05367,-0.0523
304.05368,-0.0528
304.05369,-0.0532
304.0537,-0.0531
304.05372,-0.0528
304.05373,-0.0523
304.05374,-0.0519
304.05375,-0.0523
304.05376,-0.0534
304.05377,-0.0547
304.05378,-0.0546
304.0538,-0.0533
304.05381,-0.0534
304.05382,-0.0531
304.05383,-0.0526
304.05384,-0.0531
304.05385,-0.0530
304.05387,-0.0524
304.05388,-0.0530
304.05389,-0.0529
304.0539,-0.0528
304.05391,-0.0520
304.05392,-0.0509
304.05394,-0.0504
304.05395,-0.0503
304.05396,-0.0508
304.05397,-0.0504
304.05398,-0.0508
304.05399,-0.0518
304.054,-0.0513
304.05402,-0.0518
304.05403,-0.0521
304.05404,-0.0522
304.05405,-0.0515
304.05406,-0.0516
304.05407,-0.0582
304.05409,-0.1047
304.0541,-0.1676
304.05411,-0.1910
304.05412,-0.1888
304.05413,-0.1890
304.05414,-0.1888
304.05416,-0.1871
304.05417,-0.1869
304.05419,-0.1866
304.0542,-0.1870
304.0542,-0.1867
304.05421,-0.1861
304.05422,-0.1853,Something was added!
304.05424,-0.1299
304.05425,-0.0521
304.05426,-0.0456
304.05427,-0.0465
304.05428,-0.0478
304.05429,-0.0479
304.05431,-0.0475
304.05432,-0.0482
304.05433,-0.0482
304.05434,-0.0483
304.05435,-0.0480
304.05437,-0.0475
304.05439,-0.0478
304.0544,-0.0475
304.05441,-0.0476
304.05442,-0.0480
304.05443,-0.0480
304.05444,-0.0479
304.05444,-0.0487
304.05446,-0.0495
304.05447,-0.0487
304.05448,-0.0475
304.05449,-0.0472
304.0545,-0.0481
304.05451,-0.0483
304.05453,-0.0472
304.05455,-0.0469
304.05456,-0.0469
304.05457,-0.0474
304.05458,-0.0477
304.05459,-0.0473
304.05461,-0.0471
304.05462,-0.0470
304.05463,-0.0475
304.05464,-0.0477
304.05465,-0.0473
304.05466,-0.0473
304.05468,-0.0473
304.05469,-0.0478
304.05469,-0.0478
304.0547,-0.0472
304.05471,-0.0472
304.05473,-0.0480
304.05475,-0.0480
304.05476,-0.0475
304.05477,-0.0473
304.05478,-0.0472
304.05479,-0.0470
304.0548,-0.0475
304.05481,-0.0475
304.05483,-0.0469
304.05484,-0.0478
304.05485,-0.0479
304.05486,-0.0471
304.05487,-0.0474
304.05488,-0.0477
304.0549,-0.0467
304.05491,-0.0463
304.05492,-0.0466
304.05493,-0.0472
304.05494,-0.0476
304.05495,-0.0469
304.05497,-0.0462
304.05498,-0.0467
304.05499,-0.0478
304.055,-0.0480
304.05501,-0.0477
304.05502,-0.0471
304.05503,-0.0465
304.05505,-0.0463
304.05506,-0.0467
304.05507,-0.0477
304.05508,-0.0473
304.05509,-0.0479
304.0551,-0.0479
304.05512,-0.0469
304.05513,-0.0475
304.05514,-0.0477
304.05515,-0.0481
304.05516,-0.0479
304.05517,-0.0474
304.05519,-0.0472
304.0552,-0.0468
304.05521,-0.0464
304.05522,-0.0463
304.05523,-0.0464
304.05524,-0.0469
304.05525,-0.0475
304.05527,-0.0477
304.05528,-0.0480
304.05529,-0.0476
304.0553,-0.0473
304.05531,-0.0472
304.05532,-0.0470
304.05534,-0.0474
304.05535,-0.0470
304.05536,-0.0470
304.05537,-0.0476
304.05538,-0.0480
304.05539,-0.0472
304.05541,-0.0471
304.05542,-0.0468
304.05543,-0.0470
304.05544,-0.0472
304.05545,-0.0471
304.05546,-0.0468
304.05547,-0.0473
304.05549,-0.0472
304.0555,-0.0468
304.05551,-0.0468
304.05552,-0.0468
304.05553,-0.0465
304.05554,-0.0472
304.05556,-0.0474
304.05557,-0.0471
304.05558,-0.0464
304.05559,-0.0461
304.0556,-0.0468
304.05561,-0.0475
304.05563,-0.0473
304.05564,-0.0470
304.05565,-0.0469
304.05566,-0.0465
304.05567,-0.0467
304.05568,-0.0466
304.05569,-0.0463
304.05571,-0.0461
304.05572,-0.0458
304.05573,-0.0463
304.05574,-0.0458
304.05575,-0.0453
304.05576,-0.0460
304.05578,-0.0466
304.05579,-0.0465
304.0558,-0.0464
304.05581,-0.0458
304.05582,-0.0460
304.05583,-0.0464
304.05584,-0.0476
304.05586,-0.0480
304.05587,-0.0480
304.05588,-0.0478
304.05589,-0.0457
304.0559,-0.0451
304.05591,-0.0460
304.05593,-0.0467
304.05594,-0.0479
304.05595,-0.0474
304.05596,-0.0476
304.05597,-0.0470
304.05598,-0.0464
304.056,-0.0464
304.05601,-0.0458
304.05602,-0.0462
304.05603,-0.0463
304.05604,-0.0459
304.05605,-0.0469
304.05606,-0.0474
304.05608,-0.0460
304.05609,-0.0459
304.0561,-0.0468
304.05611,-0.0470
304.05612,-0.0459
304.05613,-0.0452
304.05615,-0.0454
304.05616,-0.0460
304.05617,-0.0469
304.05618,-0.0469
304.05619,-0.0467
304.0562,-0.0462
304.05622,-0.0462
304.05623,-0.0460
304.05624,-0.0450
304.05625,-0.0463
304.05626,-0.0473
304.05627,-0.0472
304.05628,-0.0469
304.0563,-0.0465
304.05631,-0.0468
304.05632,-0.0466
304.05633,-0.0461
304.05634,-0.0456
304.05635,-0.0461
304.05637,-0.0461
304.05638,-0.0458
304.05639,-0.0456
304.0564,-0.0458
304.05641,-0.0452
304.05642,-0.0451
304.05644,-0.0457
304.05645,-0.0457
304.05646,-0.0447
304.05647,-0.0455
304.05648,-0.0457
304.05649,-0.0450
304.0565,-0.0455
304.05652,-0.0455
304.05653,-0.0450
304.05654,-0.0449
304.05655,-0.0457
304.05656,-0.0448
304.05657,-0.0448
304.05659,-0.0456
304.0566,-0.0453
304.05661,-0.0448
304.05662,-0.0445
304.05663,-0.0449
304.05664,-0.0443
304.05666,-0.0441
304.05667,-0.0448
304.05668,-0.0455
304.05669,-0.0459
304.0567,-0.0453
304.05671,-0.0445
304.05672,-0.0450
304.05674,-0.0464
304.05675,-0.0469
