Time (h),Reading (kg),Average (kg),Delta (g)
303.552731,50.0968,50.0985,-1.5
303.552743,50.1008,50.0987,-0.7
303.552755,50.0984,50.0991,0.5
303.552766,50.0992,50.0983,-0.6
303.552778,50.1003,50.0985,-0.5
303.552789,50.1016,50.0990,0.7
303.552801,50.0989,50.0994,0.5
303.552813,50.0983,50.0995,0.5
303.552824,50.0980,50.0995,0.3
303.552836,50.0999,50.0993,-0.2
303.552847,50.0984,50.0986,-1.1
303.552859,50.0964,50.0983,-0.9
303.55287,50.1011,50.0986,0.2
303.552882,50.1000,50.0995,1.3
303.552894,50.0983,50.0988,-0.0
303.552905,50.0985,50.0986,-0.6
303.552917,50.0994,50.0995,1.0
303.552928,50.0994,50.0994,0.8
303.55294,50.0998,50.0994,-0.0
303.552951,50.0993,50.0991,-0.4
303.552963,50.0993,50.0990,-0.3
303.552975,50.0996,50.0994,0.3
303.552986,50.0984,50.0995,0.5
303.552998,50.1001,50.0992,-0.3
303.553009,50.0978,50.0995,-0.1
303.553021,50.0995,50.0993,0.1
303.553032,50.0990,50.0991,-0.2
303.553044,50.0989,50.0983,-0.8
303.553056,50.1000,50.0992,0.3
303.553067,50.0990,50.0997,1.2
303.553079,50.0993,50.0989,-0.5
303.55309,50.0999,50.0994,-0.0
303.553102,50.0988,50.0995,0.4
303.553113,50.0992,50.0991,-0.4
303.553125,50.0988,50.0994,0.0
303.553137,50.0980,50.0988,-0.5
303.553148,50.1008,50.0987,-0.8
303.55316,50.0998,50.0995,0.8
303.553171,50.1021,50.0994,0.5
303.553183,50.0985,50.0992,-0.3
303.553194,50.0965,50.0984,-0.9
303.553206,50.0988,50.0985,-0.9
303.553218,50.0993,50.0999,1.9
303.553229,50.0995,50.0992,0.2
303.553241,50.1000,50.0993,-0.4
303.553252,50.1008,50.0985,-0.5
303.553264,50.1003,50.0987,-0.7
303.553275,50.1002,50.0992,0.7
303.553287,50.0992,50.0990,0.4
303.553299,50.0968,50.0985,-0.5
303.55331,50.0997,50.0984,-0.7
303.553322,50.0987,50.0990,0.7
303.553333,50.1007,50.0997,1.4
303.553345,50.0992,50.0996,0.4
303.553356,50.1022,50.0993,-0.7
303.553368,50.0992,50.1000,0.4
303.55338,50.0989,50.0994,0.1
303.553391,50.0995,50.0982,-1.5
303.553403,50.0990,50.0989,-0.2
303.553414,50.0992,50.0993,1.0
303.553426,50.0985,50.0988,-0.3
303.553438,50.1016,50.0995,0.3
303.553449,50.0967,50.1001,1.4
303.553461,50.1009,50.0995,-0.1
303.553472,50.0998,50.0999,-0.0
303.553484,50.0999,50.0996,-0.0
303.553495,50.1006,50.0996,-0.3
303.553507,50.1040,50.0998,0.4
303.553519,50.0993,50.0999,0.4
303.55353,50.1002,50.1003,0.6
303.553542,50.0977,50.0991,-1.0
303.553553,50.1004,50.0990,-0.9
303.553565,50.1007,50.0995,0.6
303.553576,50.1010,50.0994,0.1
303.553588,50.0996,50.0996,-0.0
303.5536,50.0973,50.0996,-0.0
303.553611,50.0995,50.0987,-1.2
303.553623,50.0995,50.0990,-0.4
303.553634,50.0964,50.0993,0.7
303.553646,50.0995,50.0986,-0.4
303.553657,50.1000,50.0994,0.4
303.553669,50.1026,50.1007,1.7
303.553681,50.0999,50.1000,0.4
303.553692,50.1007,50.0995,-1.1
303.553704,50.0996,50.0990,-1.1
303.553715,50.1022,50.0991,-0.4
303.553727,50.0996,50.0997,0.6
303.553738,50.1000,50.0993,-0.1
303.55375,50.1013,50.0992,-0.7
303.553762,50.0987,50.0992,-0.2
303.553773,50.0964,50.0995,0.4
303.553785,50.0985,50.0999,0.9
303.553796,50.0976,50.0991,-0.2
303.553808,50.1001,50.0986,-1.1
303.553819,50.1009,50.0993,0.4
303.553831,50.0988,50.1001,1.5
303.553843,50.0994,50.0998,0.1
303.553854,50.0985,50.0992,-1.0
303.553866,50.0984,50.0986,-1.1
303.553877,50.0982,50.0992,0.1
303.553889,50.1002,50.0994,1.2
303.5539,50.0982,50.0994,0.0
303.553912,50.0999,50.0994,-0.0
303.553924,50.1000,50.0998,0.6
303.553935,50.1025,50.0994,-0.1
303.553947,50.0983,50.0998,0.2
303.553958,50.0996,50.0997,0.3
303.55397,50.0998,50.0997,-0.1
303.553981,50.0989,50.0995,-0.2
303.553993,50.1002,50.0998,0.1
303.554005,50.0996,50.0999,0.4
303.554016,50.1003,50.0991,-1.1
303.554028,50.0976,50.0984,-1.6
303.554039,50.0995,50.0988,-0.1
303.554051,50.0989,50.0988,0.3
303.554063,50.1004,50.0989,0.4
303.554074,50.0972,50.0987,-0.1
303.554086,50.0987,50.0985,-0.2
303.554097,50.0999,50.0995,1.2
303.554109,50.0988,50.0989,0.2
303.55412,50.0986,50.0984,-0.9
303.554132,50.0978,50.0985,-0.3
303.554144,50.1004,50.0984,-0.0
303.554155,50.0978,50.0991,0.7
303.554167,50.1007,50.0994,1.0
303.554178,50.0976,50.0995,0.3
303.55419,50.1008,50.0994,-0.4
303.554201,50.0998,50.0999,0.2
303.554213,50.1025,50.1002,0.8
303.554225,50.1009,50.1001,0.1
303.554236,50.0990,50.0991,-1.0
303.554248,50.1006,50.0990,-0.7
303.554259,50.0988,50.0992,0.3
303.554271,50.0998,50.0989,-0.0
303.554282,50.1012,50.0989,-0.4
303.554294,50.0971,50.0990,-0.0
303.554306,50.1013,50.0987,-0.2
303.554317,50.1008,50.0994,0.7
303.554329,50.1000,50.0992,0.4
303.55434,50.0992,50.0996,0.5
303.554352,50.0981,50.0999,0.7
303.554363,50.0975,50.0993,-0.4
303.554375,50.0997,50.0994,-0.3
303.554387,50.0971,50.0993,-0.1
303.554398,50.0992,50.0989,-0.5
303.55441,50.1012,50.0995,0.4
303.554421,50.0998,50.0994,0.3
303.554433,50.1023,50.0995,-0.3
303.554444,50.1024,50.0997,0.2
303.554456,50.1016,50.1005,0.6
303.554468,50.1007,50.1011,1.2
303.554479,50.1003,50.1000,-0.7
303.554491,50.0997,50.0993,-1.5
303.554502,50.0996,50.0990,-0.8
303.554514,50.0983,50.0991,0.0
303.554525,50.0992,50.0995,0.4
303.554537,50.0996,50.1002,0.9
303.554549,50.1018,50.1007,1.3
303.55456,50.0986,50.1003,0.3
303.554572,50.1003,50.1003,-0.2
303.554583,50.0993,50.1002,-0.0
303.554595,50.0996,50.1002,0.0
303.554606,50.1029,50.1003,0.2
303.554618,50.1010,50.1000,0.2
303.55463,50.1013,50.0994,-0.7
303.554641,50.0965,50.0992,-0.9
303.554653,50.0997,50.0994,0.2
303.554664,50.0996,50.0996,0.5
303.554676,50.0989,50.0998,0.3
303.554688,50.0993,50.0999,0.3
303.554699,50.1022,50.0994,-0.4
303.554711,50.1024,50.0996,0.1
303.554722,50.0999,50.0995,0.1
303.554734,50.0978,50.0994,-0.2
303.554745,50.0978,50.0991,-0.4
303.554757,50.1001,50.0986,-0.7
303.554769,50.1009,50.0993,0.4
303.55478,50.0972,50.0995,1.1
303.554792,50.0989,50.0987,-0.8
303.554803,50.0989,50.0994,0.2
303.554815,50.0998,50.0991,0.1
303.554826,50.0994,50.0990,-0.6
303.554838,50.0987,50.0994,0.1
303.55485,50.0971,50.0994,0.4
303.554861,50.0989,50.0986,-0.5
303.554873,50.1000,50.0988,-0.3
303.554884,50.0996,50.0997,1.5
303.554896,50.1023,50.1002,1.2
303.554907,50.0998,50.1000,0.1
303.554931,50.0986,50.0998,-0.5
303.554942,50.1027,50.0999,-0.0
303.554954,50.0954,50.0999,0.1
303.554965,50.0989,50.0990,-1.1
303.554977,50.0989,50.0992,-0.6
303.554988,50.0991,50.0983,-0.5
303.555,50.0969,50.0976,-1.4
303.555012,50.0992,50.0986,0.5
303.555023,50.0999,50.0986,0.8
303.555035,50.0998,50.0987,0.1
303.555046,50.0995,50.0989,0.1
303.555046,50.0976,50.0993,0.7
303.555058,50.0991,50.0994,0.4
303.555069,50.0997,50.0990,-0.5
303.555081,50.0972,50.0986,-0.4
303.555093,50.1029,50.0994,0.8
303.555104,50.0978,50.1003,1.8
303.555116,50.0998,50.0992,-0.6
303.555127,50.1005,50.0999,-0.1
303.555139,50.0990,50.0997,0.4
303.55515,50.0986,50.0990,-1.2
303.555162,50.0997,50.0986,-0.8
303.555174,50.0976,50.0989,0.2
303.555185,50.1010,50.0995,0.7
303.555197,50.1018,50.0997,0.9
303.555208,50.0970,50.0992,-0.3
303.55522,50.1009,50.0987,-1.3
303.555231,50.1004,50.0993,0.5
303.555255,50.0976,50.0984,-0.7
303.555266,50.0988,50.0983,-1.0
303.555278,50.1023,50.0988,0.5
303.555289,50.0996,50.0988,0.6
303.555301,50.0985,50.0981,-0.8
303.555313,50.1013,50.0992,0.5
303.555324,50.0990,50.0994,1.2
303.555336,50.0996,50.0996,0.1
303.555347,50.1025,50.0999,0.4
303.555359,50.0980,50.0990,-0.7
303.55537,50.0994,50.0989,-0.8
303.555382,50.0988,50.0987,-0.5
303.555394,50.0996,50.0985,-0.6
303.555405,50.1010,50.0994,0.9
303.555417,50.0978,50.0997,1.2
303.555428,50.1024,50.0991,-0.3
303.55544,50.0994,50.0989,-0.4
303.555451,50.1005,50.0988,-0.3
303.555463,50.0995,50.0991,0.1
303.555475,50.1002,50.0989,-0.0
303.555486,50.0990,50.0991,-0.0
303.555498,50.0996,50.0998,0.7
303.555509,50.1016,50.1004,1.2
303.555521,50.1012,50.0993,-0.6
303.555532,50.1001,50.0989,-1.5
303.555544,50.0982,50.0996,0.4
303.555556,50.0991,50.0992,0.2
303.555567,50.1010,50.0996,0.4
303.555579,50.1009,50.0997,0.6
303.55559,50.0995,50.0998,0.1
303.555602,50.0983,50.0994,-0.4
303.555613,50.0996,50.0990,-0.9
303.555625,50.0976,50.0982,-0.9
303.555637,50.0985,50.0985,-0.4
303.555648,50.1002,50.0987,0.5
303.55566,50.0969,50.0983,-0.5
303.555671,50.1006,50.0991,0.5
303.555683,50.0962,50.0992,0.9
303.555694,50.0986,50.0985,-0.7
303.555706,50.0996,50.0991,0.2
303.555718,50.0948,50.0986,-0.2
303.555729,50.0996,50.0986,-0.4
303.555741,50.0992,50.0989,0.5
303.555752,50.0997,50.0985,-0.3
303.555764,50.0994,50.0993,0.5
303.555775,50.0980,50.0998,1.1
303.555787,50.0983,50.0999,0.7
303.555799,50.1009,50.0997,-0.1
303.55581,50.0987,50.0996,-0.1
303.555822,50.0973,50.0989,-1.1
303.555833,50.0998,50.0992,-0.3
303.555845,50.1012,50.0997,0.9
303.555856,50.0997,50.0993,0.1
303.555868,50.0979,50.0987,-1.0
303.55588,50.0988,50.0992,-0.0
303.555891,50.1014,50.0998,1.2
303.555903,50.0996,50.0996,0.2
303.555914,50.0995,50.0988,-0.9
303.555926,50.0992,50.0984,-1.0
303.555938,50.1004,50.0993,0.7
303.555949,50.0969,50.0993,0.7
303.555961,50.0986,50.0985,-0.8
303.555972,50.1000,50.0987,-0.3
303.555984,50.1007,50.0988,0.2
303.555995,50.0998,50.0986,-0.3
303.556007,50.0995,50.0990,0.4
303.556019,50.0981,50.0988,-0.0
303.55603,50.1006,50.0990,-0.0
303.556042,50.0987,50.0993,0.5
303.556053,50.1021,50.0992,0.1
303.556065,50.0967,50.0998,0.8
303.556076,50.1007,50.0994,0.3
303.556088,50.1003,50.0994,-0.5
303.5561,50.0991,50.0992,-0.1
303.556111,50.0997,50.0985,-0.9
303.556123,50.1008,50.0994,0.4
303.556134,50.0973,50.0996,0.9
303.556146,50.0980,50.0989,-0.9
303.556157,50.1004,50.0993,-0.0
303.556169,50.1003,50.1005,1.6
303.556181,50.0993,50.1006,1.1
303.556192,50.0961,50.0996,-0.8
303.556204,50.0999,50.0993,-1.3
303.556215,50.1007,50.0993,0.0
303.556227,50.0991,50.0990,-0.5
303.556238,50.0994,50.0990,-0.0
303.55625,50.0987,50.0989,0.1
303.556262,50.1030,50.0991,-0.0
303.556273,50.1007,50.0992,0.5
303.556285,50.0985,50.0991,0.0
303.556296,50.1006,50.0994,0.2
303.556308,50.0971,50.0995,0.3
303.556319,50.1013,50.0991,-0.3
303.556331,50.0981,50.0993,0.2
303.556343,50.1005,50.0993,0.1
303.556354,50.1004,50.0989,-0.6
303.556366,50.0989,50.0992,0.1
303.556377,50.0992,50.0990,-0.1
303.556389,50.1007,50.0988,-0.4
303.5564,50.0985,50.0990,0.1
303.556412,50.1002,50.0988,0.0
303.556424,50.0992,50.0988,-0.3
303.556435,50.1017,50.0993,0.6
303.556447,50.0996,50.0992,0.3
303.556458,50.1009,50.0994,-0.1
303.55647,50.0990,50.0999,0.7
303.556481,50.0995,50.0992,-0.1
303.556493,50.1003,50.0986,-1.3
303.556505,50.0973,50.0988,-0.3
303.556516,50.1008,50.0993,0.7
303.556528,50.0964,50.0998,1.0
303.556539,50.1001,50.0988,-0.7
303.556551,50.1001,50.0988,-1.0
303.556563,50.0992,50.0992,0.3
303.556574,50.0980,50.0990,-0.1
303.556586,50.0988,50.0988,-0.2
303.556597,50.0992,50.0992,0.5
303.556609,50.0969,50.0996,0.7
303.55662,50.0996,50.0996,0.3
303.556632,50.0996,50.0996,0.4
303.556644,50.0998,50.1004,0.8
303.556655,50.1036,50.1012,1.6
303.556667,50.1012,50.1009,0.4
303.556678,50.0992,50.1000,-1.2
303.55669,50.1003,50.0989,-1.7
303.556701,50.0972,50.0979,-1.9
303.556713,50.1012,50.0993,0.6
303.556725,50.0983,50.1000,1.8
303.556736,50.0990,50.0993,-0.4
303.556748,50.1006,50.0993,-0.8
303.556759,50.1013,50.0989,-0.3
303.556771,50.0988,50.0987,-0.3
303.556782,50.0987,50.0985,-0.4
303.556794,50.1014,50.0993,0.7
303.556806,50.1000,50.0999,1.4
303.556817,50.0985,50.0996,0.4
303.556829,50.0990,50.0993,-0.8
303.55684,50.0984,50.0989,-0.8
303.556852,50.0982,50.0987,-0.6
303.556863,50.1000,50.0988,-0.0
303.556875,50.0998,50.0992,0.6
303.556887,50.1005,50.0993,0.5
303.556898,50.1018,50.0994,0.2
303.55691,50.0980,50.0994,0.2
303.556921,50.0978,50.0986,-0.8
303.556933,50.0997,50.0985,-0.7
303.556944,50.1008,50.0994,1.1
303.556956,50.0996,50.0991,0.5
303.556968,50.1012,50.0993,-0.2
303.556979,50.0973,50.1000,0.7
303.556991,50.0983,50.0993,-0.1
303.557002,50.0999,50.0993,-0.7
303.557014,50.1000,50.0990,-0.3
303.557025,50.0995,50.0993,-0.1
303.557037,50.0997,50.0999,0.8
303.557049,50.0982,50.1000,0.3
303.55706,50.0986,50.0997,-0.4
303.557072,50.0984,50.0993,-0.5
303.557083,50.1032,50.0990,-0.7
303.557095,50.1000,50.0994,0.2
303.557106,50.1005,50.0996,0.6
303.557118,50.1007,50.0996,0.1
303.55713,50.0974,50.0997,0.0
303.557141,50.1013,50.0989,-0.8
303.557153,50.0978,50.0991,-0.5
303.557164,50.0972,50.0991,0.4
303.557176,50.1001,50.0988,-0.5
303.557187,50.0998,50.0993,0.2
303.557199,50.0967,50.0996,1.0
303.557211,50.1000,50.0995,0.1
303.557222,50.0975,50.0994,0.2
303.557234,50.0996,50.0989,-0.5
303.557245,50.0992,50.0990,-0.5
303.557257,50.0983,50.0985,-0.7
303.557269,50.1003,50.0987,-0.4
303.55728,50.1005,50.0998,1.6
303.557292,50.1016,50.0995,0.5
303.557303,50.0999,50.1005,0.6
303.557315,50.1001,50.1010,1.2
303.557326,50.0979,50.0994,-1.6
303.557338,50.1005,50.0985,-2.1
303.55735,50.0971,50.0990,-0.4
303.557361,50.0993,50.0999,1.4
303.557373,50.0992,50.0999,1.1
303.557384,50.0992,50.0996,-0.1
303.557396,50.1023,50.1002,0.4
303.557407,50.1006,50.1002,0.7
303.557419,50.1003,50.0997,-0.6
303.557431,50.1004,50.0997,-0.6
303.557442,50.0984,50.1001,0.5
303.557454,50.1009,50.0999,0.1
303.557465,50.0990,50.0999,-0.1
303.557477,50.1009,50.0991,-0.8
303.557488,50.0984,50.0988,-1.0
303.5575,50.0986,50.0992,0.1
303.557512,50.1002,50.0989,-0.1
303.557523,50.0970,50.0989,-0.1
303.557535,50.0999,50.0986,-0.4
303.557546,50.1005,50.0996,0.6
303.557558,50.0993,50.0998,0.9
303.557569,50.0974,50.0990,-0.5
303.557581,50.0993,50.0991,-0.4
303.557593,50.1004,50.0989,-0.0
303.557604,50.1006,50.0994,0.2
303.557616,50.1010,50.0999,0.7
303.557627,50.0992,50.0994,-0.2
303.557639,50.1003,50.0989,-1.0
303.55765,50.1010,50.0997,0.3
303.557662,50.1020,50.0994,0.3
303.557674,50.1001,50.0994,-0.3
303.557685,50.1005,50.0994,-0.1
303.557697,50.1022,50.0991,-0.5
303.557708,50.0984,50.0990,-0.3
303.55772,50.1002,50.0984,-0.8
303.557731,50.0973,50.0986,-0.2
303.557743,50.0996,50.0996,1.4
303.557755,50.1014,50.0996,1.0
303.557766,50.0992,50.0993,-0.4
303.557778,50.1024,50.0995,-0.2
303.557789,50.1003,50.0997,0.3
303.557801,50.1047,50.1001,0.4
303.557813,50.1000,50.1005,0.8
303.557824,50.1013,50.0999,-0.3
303.557836,50.0996,50.1001,-0.2
303.557847,50.1018,50.1002,0.4
303.557859,50.1004,50.1002,0.1
303.55787,50.1016,50.1003,-0.0
303.557882,50.0976,50.1001,-0.2
303.557894,50.0972,50.0998,-0.4
303.557905,50.0990,50.0996,-0.3
303.557917,50.0993,50.0994,-0.3
303.557928,50.1005,50.0998,0.3
303.55794,50.1009,50.1004,0.8
303.557951,50.1010,50.1005,0.6
303.557963,50.0993,50.1002,-0.4
303.557975,50.0989,50.0996,-0.6
303.557986,50.0998,50.0984,-1.8
303.557998,50.0994,50.0989,-0.6
303.558009,50.1009,50.0998,1.3
303.558021,50.1008,50.1003,1.3
303.558032,50.0990,50.1007,0.8
303.558044,50.0993,50.0998,-0.4
303.558056,50.0992,50.0996,-1.3
303.558067,50.1003,50.0998,-0.1
303.558079,50.0972,50.0992,-0.6
303.55809,50.0990,50.0983,-1.4
303.558102,50.0986,50.0987,-0.2
303.558113,50.1016,50.1000,1.6
303.558125,50.0987,50.0995,0.8
303.558137,50.1014,50.1001,0.2
303.558148,50.1014,50.1007,1.3
303.55816,50.1024,50.1001,-0.0
303.558171,50.0990,50.0989,-2.1
303.558183,50.1005,50.0991,-0.9
303.558194,50.1002,50.0992,0.1
303.558206,50.1014,50.0995,0.2
303.558218,50.0995,50.0992,-0.2
303.558229,50.0987,50.0990,-0.8
303.558241,50.0982,50.0995,0.6
303.558252,50.1004,50.0996,0.5
303.558264,50.0974,50.0993,-0.1
303.558275,50.1008,50.0994,-0.4
303.558287,50.1032,50.1001,0.8
303.558299,50.0980,50.1001,0.7
303.55831,50.1004,50.0995,-0.6
303.558322,50.1004,50.0994,-0.7
303.558333,50.1057,50.0999,0.6
303.558345,50.0980,50.1002,0.6
303.558356,50.1004,50.0988,-1.6
303.558368,50.0986,50.0986,-1.5
303.55838,50.1017,50.0991,0.4
303.558391,50.1004,50.0996,0.8
303.558403,50.1011,50.0998,0.5
303.558414,50.1004,50.1003,0.5
303.558426,50.0967,50.0995,-0.7
303.558438,50.1031,50.0989,-1.4
303.558449,50.0998,50.0993,0.1
303.558461,50.1008,50.0998,0.9
303.558472,50.0982,50.0985,-1.1
303.558484,50.0985,50.0977,-2.2
303.558495,50.0981,50.0988,0.6
303.558507,50.1025,50.0997,1.9
303.558519,50.1001,50.1001,0.8
303.55853,50.0978,50.1003,0.4
303.558542,50.1001,50.0995,-0.5
303.558553,50.0995,50.0994,-0.9
303.558565,50.1000,50.0998,0.2
303.558576,50.0997,50.0997,0.2
303.558588,50.0955,50.0985,-1.6
303.5586,50.1004,50.0984,-1.3
303.558611,50.0998,50.0990,0.6
303.558623,50.1004,50.0993,0.9
303.558634,50.0998,50.0996,0.4
303.558646,50.1006,50.1002,0.9
303.558657,50.0981,50.0996,-0.3
303.558669,50.0998,50.0993,-0.9
303.558681,50.0994,50.0997,0.3
303.558692,50.1016,50.0994,-0.2
303.558704,50.1020,50.0998,0.4
303.558715,50.1006,50.0994,-0.2
303.558727,50.0998,50.0994,-0.5
303.558738,50.0990,50.0992,-0.2
303.55875,50.1009,50.0993,0.0
303.558762,50.0998,50.0998,0.5
303.558773,50.1014,50.1003,0.9
303.558785,50.0999,50.0997,-0.1
303.558796,50.1008,50.0991,-1.1
303.558808,50.0998,50.1000,0.5
303.558819,50.0998,50.0996,0.1
303.558831,50.1010,50.0989,-1.4
303.558843,50.0982,50.0986,-1.0
303.558854,50.0965,50.0980,-0.9
303.558866,50.0992,50.0974,-1.0
303.558877,50.0978,50.0987,1.0
303.558889,50.1009,50.0995,1.8
303.5589,50.1011,50.0992,0.4
303.558912,50.0995,50.0990,-0.4
303.558924,50.0997,50.0992,-0.4
303.558935,50.1002,50.0994,0.3
303.558947,50.1010,50.0997,0.5
303.558958,50.1007,50.1000,0.5
303.55897,50.1013,50.0998,0.3
303.558981,50.0989,50.0992,-0.9
303.558993,50.1008,50.0987,-1.4
303.559005,50.0999,50.0990,-0.0
303.559016,50.1000,50.0995,0.8
303.559028,50.0980,50.0990,-0.1
303.559039,50.0993,50.0984,-1.1
303.559051,50.1000,50.0984,-0.4
303.559062,50.1016,50.0997,1.4
303.559074,50.1014,50.1004,2.2
303.559086,50.1000,50.0998,-0.0
303.559097,50.0994,50.0998,-0.4
303.559109,50.0983,50.1002,0.2
303.55912,50.1000,50.1000,0.4
303.559132,50.1018,50.0998,-0.6
303.559144,50.1000,50.1006,0.9
303.559155,50.0990,50.0998,-0.1
303.559167,50.1000,50.0987,-2.1
303.559178,50.0990,50.0998,0.0
303.55919,50.1027,50.0997,0.8
303.559201,50.1003,50.0991,-0.6
303.559213,50.1004,50.0993,-0.6
303.559225,50.0967,50.0992,-0.2
303.559236,50.0983,50.0985,-1.0
303.559248,50.1001,50.0985,-0.5
303.559259,50.0999,50.0995,1.1
303.559271,50.0998,50.0997,0.6
303.559282,50.0972,50.0988,-0.9
303.559294,50.1002,50.0978,-1.6
303.559306,50.0987,50.0979,-0.6
303.559317,50.1027,50.0996,2.0
303.559329,50.0990,50.1000,1.8
303.55934,50.1024,50.0995,-0.4
303.559352,50.0981,50.0997,-0.3
303.559363,50.0987,50.0998,0.0
303.559375,50.1014,50.1006,0.9
303.559387,50.0983,50.1003,0.1
303.559398,50.0987,50.0998,-0.9
303.55941,50.1000,50.1000,-0.1
303.559421,50.0991,50.0996,0.0
303.559433,50.0984,50.0995,-0.5
303.559444,50.1000,50.0996,0.1
303.559456,50.0981,50.0990,-0.6
303.559468,50.1004,50.0988,-0.7
303.559479,50.0997,50.0994,0.4
303.559491,50.1006,50.0998,0.5
303.559502,50.0995,50.0999,0.3
303.559514,50.0990,50.1000,0.3
303.559525,50.1011,50.1000,-0.1
303.559537,50.1033,50.1006,0.7
303.559549,50.1029,50.1005,0.7
303.55956,50.0995,50.0998,-0.6
303.559572,50.1016,50.1000,-0.6
303.559583,50.1015,50.1003,0.2
303.559595,50.0986,50.1003,0.4
303.559606,50.0998,50.0999,-0.4
303.559618,50.0992,50.0998,-0.1
303.55963,50.0999,50.1002,0.2
303.559641,50.1025,50.0995,-0.4
303.559653,50.0971,50.0986,-1.7
303.559664,50.0989,50.0991,-0.4
303.559676,50.1016,50.0999,1.2
303.559687,50.0984,50.0999,0.7
303.559699,50.1020,50.1006,0.7
303.559711,50.1019,50.1005,0.7
303.559722,50.0984,50.0994,-1.1
303.559734,50.0999,50.0995,-1.1
303.559745,50.1006,50.0998,0.1
303.559757,50.0993,50.0997,0.4
303.559769,50.0994,50.0992,-0.8
303.55978,50.1025,50.0999,0.4
303.559792,50.0997,50.1005,1.6
303.559803,50.0998,50.0997,-0.6
303.559815,50.1020,50.0996,-0.9
303.559826,50.0996,50.0993,-0.2
303.559838,50.0995,50.0986,-1.2
303.55985,50.0996,50.0993,0.1
303.559861,50.0992,50.0991,0.2
303.559873,50.0986,50.0995,0.2
303.559884,50.0970,50.0997,0.7
303.559896,50.0991,50.0996,0.1
303.559907,50.1012,50.1003,1.0
303.559919,50.0988,50.1009,1.4
303.559931,50.1014,50.1010,0.4
303.559942,50.1012,50.1008,-0.1
303.559954,50.1024,50.1003,-0.7
303.559965,50.1006,50.1006,-0.2
303.559977,50.1001,50.1007,0.5
303.559988,50.1016,50.1004,-0.6
303.56,50.0996,50.0999,-0.8
303.560012,50.0986,50.0990,-1.3
303.560023,50.0976,50.0993,-0.4
303.560035,50.1004,50.0992,0.2
303.560046,50.1019,50.0999,0.8
303.560058,50.0990,50.1008,1.6
303.560069,50.0993,50.1000,-0.3
303.560081,50.0980,50.0996,-1.3
303.560093,50.0996,50.0992,-0.5
303.560104,50.0999,50.0986,-1.2
303.560116,50.1011,50.1003,1.2
303.560127,50.1024,50.1006,1.9
303.560139,50.0979,50.0997,-0.8
303.56015,50.0992,50.0996,-1.0
303.560162,50.1019,50.0998,0.4
303.560174,50.0992,50.0998,0.3
303.560185,50.1006,50.0999,0.4
303.560197,50.1007,50.1002,0.5
303.560208,50.1011,50.1003,0.3
303.56022,50.1001,50.0995,-0.5
303.560231,50.1002,50.0993,-0.5
303.560243,50.0982,50.0990,-0.5
303.560255,50.1018,50.0993,-0.1
303.560266,50.0988,50.0999,0.9
303.560278,50.0978,50.1000,0.2
303.560289,50.0994,50.0996,-0.5
303.560301,50.1005,50.0999,0.2
303.560313,50.1006,50.1000,0.3
303.560324,50.0988,50.1002,0.5
303.560336,50.0995,50.1000,0.0
303.560347,50.1004,50.1002,0.3
303.560359,50.0995,50.0989,-1.2
303.56037,50.0984,50.0981,-2.0
303.560382,50.1021,50.0989,0.1
303.560394,50.1020,50.1010,2.7
303.560405,50.1002,50.1010,1.7
303.560417,50.0992,50.1000,-1.2
303.560428,50.1009,50.0995,-1.2
303.56044,50.0990,50.0996,-0.3
303.560451,50.0982,50.0995,-0.2
303.560463,50.0975,50.0989,-0.7
303.560475,50.0998,50.0992,0.2
303.560486,50.1012,50.0995,0.5
303.560498,50.0979,50.0999,0.9
303.560509,50.1019,50.0999,0.3
303.560521,50.1012,50.1002,0.3
303.560532,50.1011,50.1002,0.4
303.560544,50.1008,50.1005,0.3
303.560556,50.1054,50.1002,-0.1
303.560567,50.0987,50.1002,-0.2
303.560579,50.1004,50.1000,-0.3
303.56059,50.1005,50.0999,-0.4
303.560602,50.1001,50.1006,0.5
303.560613,50.1001,50.1001,0.0
303.560625,50.1008,50.0994,-1.3
303.560637,50.0994,50.1001,0.3
303.560648,50.1000,50.0999,0.2
303.56066,50.0981,50.1000,-0.2
303.560671,50.1022,50.1002,0.3
303.560683,50.0992,50.1008,1.1
303.560694,50.0982,50.0997,-1.0
303.560706,50.1015,50.0998,-0.9
303.560718,50.0990,50.0996,-0.1
303.560729,50.0984,50.0993,-0.3
303.560741,50.0992,50.0987,-0.9
303.560752,50.1021,50.0988,-0.3
303.560764,50.1032,50.0998,1.2
303.560775,50.0984,50.1002,1.2
303.560787,50.0978,50.0996,-0.5
303.560799,50.0995,50.0993,-0.8
303.56081,50.1000,50.0994,0.1
303.560822,50.1005,50.1002,0.9
303.560833,50.1020,50.1003,0.6
303.560845,50.0996,50.1003,0.3
303.560856,50.1004,50.1005,0.4
303.560868,50.0995,50.1000,-0.1
303.56088,50.0966,50.0988,-1.6
303.560891,50.1000,50.0991,-0.9
303.560903,50.1025,50.1002,1.5
303.560914,50.1036,50.1007,1.3
303.560926,50.0988,50.1003,-0.1
303.560938,50.1000,50.1000,-1.0
303.560949,50.1004,50.1006,0.2
303.560961,50.1017,50.1003,0.0
303.560972,50.1045,50.1007,0.0
303.560984,50.1017,50.1008,0.4
303.560995,50.1021,50.1004,-0.8
303.561007,50.1000,50.0999,-0.9
303.561019,50.1004,50.1003,-0.3
