Time,ID,Grade,A,B,C,D,F,N
2020-03-11 08:37:48,000662,B,0.29,0.64,0.07,0.00,0.00,0.00
2020-03-11 08:38:02,000663,N,0.03,0.01,0.00,0.01,0.01,0.94
2020-03-11 08:38:06,000664,N,0.07,0.00,0.00,0.00,0.00,0.92
2020-03-11 08:38:10,000665,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:38:13,000666,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-03-11 08:40:19,000667,B,0.11,0.84,0.05,0.00,0.00,0.00
2020-03-11 08:44:11,000668,A,0.83,0.16,0.00,0.00,0.00,0.00
2020-03-11 08:44:14,000669,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:48:21,000670,C,0.00,0.01,0.99,0.00,0.00,0.00
2020-03-11 08:48:29,000671,A,0.87,0.00,0.00,0.00,0.00,0.12
2020-03-11 08:48:53,000672,B,0.03,0.95,0.02,0.00,0.00,0.00
2020-03-11 08:49:00,000673,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:50:10,000674,B,0.01,0.86,0.13,0.00,0.00,0.00
2020-03-11 08:50:13,000675,A,0.97,0.02,0.00,0.00,0.00,0.00
2020-03-11 08:52:20,000676,C,0.00,0.00,0.95,0.04,0.00,0.00
2020-03-11 08:52:33,000677,B,0.00,0.64,0.33,0.03,0.00,0.00
2020-03-11 08:53:56,000678,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:54:44,000679,B,0.34,0.63,0.02,0.01,0.00,0.00
2020-03-11 08:54:47,000680,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:55:06,000681,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 08:55:34,000682,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:56:16,000683,A,0.79,0.20,0.01,0.00,0.00,0.00
2020-03-11 08:56:26,000684,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:56:44,000685,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:56:58,000686,B,0.05,0.94,0.01,0.00,0.00,0.00
2020-03-11 08:57:04,000687,A,0.87,0.07,0.01,0.02,0.00,0.02
2020-03-11 08:57:11,000688,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-03-11 08:58:52,000689,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 08:59:05,000690,N,0.07,0.00,0.00,0.00,0.00,0.93
2020-03-11 08:59:34,000691,A,0.50,0.43,0.07,0.00,0.00,0.00
2020-03-11 08:59:40,000692,C,0.00,0.17,0.82,0.01,0.00,0.00
2020-03-11 08:59:43,000693,A,0.81,0.13,0.05,0.01,0.00,0.00
2020-03-11 09:00:23,000694,C,0.00,0.00,0.97,0.02,0.00,0.00
2020-03-11 09:00:46,000695,A,0.81,0.06,0.01,0.01,0.02,0.10
2020-03-11 09:02:28,000696,C,0.00,0.00,0.92,0.07,0.01,0.00
2020-03-11 09:03:03,000697,A,0.95,0.04,0.00,0.00,0.00,0.00
2020-03-11 09:03:10,000698,A,0.93,0.06,0.00,0.00,0.00,0.00
2020-03-11 09:03:17,000699,A,0.80,0.19,0.00,0.00,0.00,0.00
2020-03-11 09:05:21,000700,A,0.77,0.02,0.00,0.01,0.01,0.19
2020-03-11 09:06:42,000701,A,0.93,0.07,0.00,0.00,0.00,0.00
2020-03-11 09:06:47,000702,A,0.88,0.00,0.00,0.00,0.01,0.11
2020-03-11 09:06:58,000703,A,0.90,0.10,0.00,0.00,0.00,0.00
2020-03-11 09:07:03,000704,A,0.78,0.00,0.00,0.00,0.01,0.22
2020-03-11 09:07:07,000705,A,0.81,0.00,0.00,0.00,0.01,0.18
2020-03-11 09:07:13,000706,C,0.07,0.29,0.57,0.06,0.01,0.00
2020-03-11 09:07:51,000707,D,0.00,0.00,0.17,0.82,0.02,0.00
2020-03-11 09:08:01,000708,N,0.32,0.00,0.00,0.00,0.02,0.66
2020-03-11 09:08:13,000709,B,0.09,0.87,0.03,0.00,0.00,0.01
2020-03-11 09:08:18,000710,A,0.57,0.41,0.02,0.00,0.00,0.00
2020-03-11 09:10:06,000711,A,0.93,0.00,0.00,0.00,0.01,0.06
2020-03-11 09:11:28,000712,A,0.85,0.09,0.02,0.01,0.00,0.03
2020-03-11 09:11:48,000713,N,0.05,0.00,0.00,0.00,0.01,0.95
2020-03-11 09:12:42,000714,C,0.00,0.02,0.96,0.02,0.00,0.00
2020-03-11 09:14:15,000715,A,0.67,0.29,0.04,0.00,0.00,0.00
2020-03-11 09:14:24,000716,N,0.01,0.00,0.00,0.00,0.00,0.98
2020-03-11 09:14:33,000717,A,0.76,0.22,0.01,0.00,0.00,0.00
2020-03-11 09:17:53,000718,N,0.10,0.00,0.00,0.00,0.01,0.89
2020-03-11 09:18:04,000719,B,0.01,0.80,0.19,0.00,0.00,0.00
2020-03-11 09:19:34,000720,A,0.99,0.00,0.00,0.00,0.00,0.01
2020-03-11 09:20:04,000721,N,0.26,0.00,0.00,0.00,0.01,0.73
2020-03-11 09:20:08,000722,B,0.03,0.69,0.26,0.02,0.00,0.00
2020-03-11 09:20:12,000723,N,0.21,0.00,0.00,0.00,0.01,0.78
2020-03-11 09:20:18,000724,B,0.04,0.86,0.09,0.01,0.00,0.00
2020-03-11 09:20:21,000725,B,0.01,0.98,0.01,0.00,0.00,0.00
2020-03-11 09:20:26,000726,N,0.06,0.00,0.00,0.00,0.01,0.93
2020-03-11 09:20:42,000727,B,0.07,0.77,0.15,0.00,0.00,0.00
2020-03-11 09:20:47,000728,A,0.97,0.03,0.00,0.00,0.00,0.00
2020-03-11 09:20:50,000729,N,0.07,0.00,0.00,0.00,0.00,0.92
2020-03-11 09:21:28,000730,A,0.98,0.01,0.00,0.00,0.00,0.01
2020-03-11 09:21:31,000731,B,0.20,0.76,0.04,0.00,0.00,0.00
2020-03-11 09:21:45,000732,A,0.63,0.35,0.01,0.00,0.00,0.00
2020-03-11 09:22:00,000733,A,0.53,0.00,0.00,0.00,0.01,0.46
2020-03-11 09:22:05,000734,N,0.07,0.00,0.00,0.00,0.01,0.92
2020-03-11 09:24:19,000735,B,0.08,0.85,0.07,0.00,0.00,0.00
2020-03-11 09:24:43,000736,N,0.03,0.00,0.00,0.00,0.00,0.96
2020-03-11 09:34:19,000737,A,0.99,0.00,0.00,0.00,0.00,0.00
2020-03-11 09:35:36,000738,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-03-11 09:37:44,000739,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 09:37:58,000740,C,0.00,0.27,0.72,0.01,0.00,0.00
2020-03-11 09:39:06,000741,A,0.98,0.01,0.00,0.00,0.00,0.00
2020-03-11 09:45:33,000742,N,0.02,0.00,0.00,0.00,0.00,0.98
2020-03-11 09:47:12,000743,B,0.00,0.53,0.45,0.02,0.00,0.00
2020-03-11 09:47:39,000744,C,0.00,0.00,0.94,0.06,0.00,0.00
2020-03-11 09:52:02,000745,C,0.05,0.43,0.51,0.00,0.00,0.00
2020-03-11 09:52:16,000746,C,0.08,0.35,0.55,0.02,0.00,0.00
2020-03-11 09:55:50,000747,A,0.66,0.30,0.04,0.00,0.00,0.00
2020-03-11 10:00:50,000748,A,0.79,0.20,0.01,0.00,0.00,0.00
2020-03-11 10:01:20,000749,B,0.29,0.68,0.03,0.00,0.00,0.00
2020-03-11 10:04:58,000750,N,0.05,0.00,0.00,0.00,0.00,0.94
2020-03-11 10:06:44,000751,A,0.83,0.16,0.01,0.00,0.00,0.00
2020-03-11 10:09:01,000752,B,0.38,0.55,0.06,0.00,0.00,0.00
2020-03-11 10:12:20,000753,D,0.00,0.00,0.02,0.96,0.02,0.00
2020-03-11 10:20:36,000754,A,1.00,0.00,0.00,0.00,0.00,0.00
2020-03-11 10:23:25,000755,B,0.19,0.62,0.18,0.00,0.00,0.01
2020-03-11 10:33:33,000756,N,0.05,0.00,0.00,0.00,0.00,0.95
2020-03-11 10:39:21,000757,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 10:41:36,000758,B,0.01,0.76,0.22,0.00,0.00,0.00
2020-03-11 10:46:21,000759,A,0.57,0.42,0.02,0.00,0.00,0.00
2020-03-11 10:48:33,000760,C,0.00,0.12,0.86,0.02,0.00,0.00
2020-03-11 10:48:42,000761,B,0.01,0.99,0.00,0.00,0.00,0.00
2020-03-11 10:55:42,000762,A,0.74,0.24,0.01,0.00,0.00,0.00
2020-03-11 11:02:14,000763,B,0.21,0.61,0.16,0.01,0.00,0.00
2020-03-11 11:04:47,000764,N,0.01,0.00,0.00,0.00,0.00,0.98
2020-03-11 11:10:18,000765,C,0.03,0.22,0.66,0.08,0.00,0.00
2020-03-11 11:14:43,000766,B,0.35,0.50,0.13,0.01,0.00,0.00
2020-03-11 11:14:51,000767,C,0.04,0.39,0.57,0.01,0.00,0.00
2020-03-11 11:15:54,000768,B,0.05,0.95,0.00,0.00,0.00,0.00
2020-03-11 11:17:20,000769,C,0.00,0.11,0.73,0.14,0.01,0.00
2020-03-11 11:17:33,000770,C,0.04,0.19,0.77,0.01,0.00,0.00
2020-03-11 11:18:01,000771,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-03-11 11:20:20,000772,B,0.05,0.77,0.16,0.01,0.00,0.00
2020-03-11 11:21:19,000773,A,0.75,0.24,0.01,0.00,0.00,0.00
2020-03-11 11:23:08,000774,B,0.19,0.77,0.04,0.00,0.00,0.00
2020-03-11 11:23:25,000775,B,0.01,0.81,0.18,0.00,0.00,0.00
2020-03-11 11:27:30,000776,C,0.00,0.04,0.96,0.00,0.00,0.00
2020-03-11 11:33:30,000777,B,0.04,0.89,0.07,0.01,0.00,0.00
2020-03-11 11:33:50,000778,B,0.08,0.81,0.09,0.02,0.01,0.00
2020-03-11 11:34:44,000779,A,0.79,0.15,0.05,0.01,0.00,0.00
2020-03-11 11:39:47,000780,A,0.94,0.05,0.00,0.00,0.00,0.00
2020-03-11 11:40:31,000781,A,0.76,0.09,0.03,0.01,0.01,0.10
2020-03-11 11:46:30,000782,A,0.72,0.27,0.01,0.00,0.00,0.00
2020-03-11 11:47:38,000783,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 11:51:57,000784,C,0.00,0.19,0.70,0.10,0.00,0.00
2020-03-11 11:52:06,000785,B,0.15,0.68,0.14,0.01,0.00,0.01
2020-03-11 11:52:13,000786,A,0.92,0.08,0.00,0.00,0.00,0.00
2020-03-11 11:55:56,000787,B,0.08,0.91,0.00,0.00,0.00,0.00
2020-03-11 11:59:12,000788,B,0.30,0.37,0.25,0.07,0.00,0.00
2020-03-11 11:59:34,000789,B,0.17,0.58,0.21,0.03,0.01,0.00
2020-03-11 12:06:04,000790,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-03-11 12:07:09,000791,C,0.00,0.01,0.50,0.48,0.01,0.00
2020-03-11 12:07:18,000792,B,0.02,0.83,0.15,0.00,0.00,0.00
2020-03-11 12:07:23,000793,A,0.65,0.32,0.02,0.00,0.00,0.00
2020-03-11 12:07:47,000794,A,0.73,0.22,0.04,0.00,0.00,0.00
2020-03-11 12:09:16,000795,C,0.01,0.31,0.63,0.05,0.00,0.00
2020-03-11 12:09:31,000796,B,0.04,0.95,0.01,0.00,0.00,0.00
2020-03-11 12:10:43,000797,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 12:12:18,000798,C,0.00,0.25,0.75,0.00,0.00,0.00
2020-03-11 12:13:41,000799,C,0.00,0.23,0.54,0.16,0.06,0.00
2020-03-11 12:13:45,000800,B,0.04,0.95,0.01,0.00,0.00,0.00
2020-03-11 12:19:39,000801,C,0.09,0.09,0.57,0.24,0.02,0.00
2020-03-11 12:19:58,000802,B,0.03,0.86,0.09,0.00,0.00,0.01
2020-03-11 12:20:16,000803,B,0.26,0.60,0.12,0.01,0.00,0.00
2020-03-11 12:22:02,000804,A,0.72,0.25,0.03,0.00,0.00,0.00
2020-03-11 12:22:13,000805,A,0.84,0.11,0.05,0.00,0.00,0.00
2020-03-11 12:23:21,000806,A,0.42,0.28,0.21,0.04,0.01,0.03
2020-03-11 12:24:55,000807,B,0.23,0.71,0.05,0.00,0.00,0.00
2020-03-11 12:25:05,000808,D,0.00,0.00,0.00,0.98,0.02,0.00
2020-03-11 12:25:10,000809,B,0.01,0.61,0.36,0.02,0.00,0.00
2020-03-11 12:26:11,000810,A,0.85,0.08,0.04,0.02,0.00,0.00
2020-03-11 12:26:36,000811,B,0.38,0.55,0.06,0.00,0.00,0.00
2020-03-11 12:27:26,000812,A,0.61,0.25,0.11,0.00,0.00,0.02
2020-03-11 12:27:30,000813,B,0.10,0.63,0.25,0.00,0.00,0.01
2020-03-11 12:27:34,000814,N,0.02,0.00,0.00,0.00,0.00,0.98
2020-03-11 12:28:18,000815,B,0.24,0.48,0.24,0.03,0.00,0.01
2020-03-11 12:29:36,000816,B,0.01,0.76,0.20,0.03,0.00,0.00
2020-03-11 12:29:40,000817,C,0.01,0.26,0.58,0.16,0.00,0.00
2020-03-11 12:29:46,000818,C,0.00,0.00,0.52,0.48,0.00,0.00
2020-03-11 12:29:51,000819,C,0.00,0.01,0.98,0.01,0.00,0.00
2020-03-11 12:30:01,000820,C,0.01,0.11,0.85,0.03,0.00,0.00
2020-03-11 12:31:12,000821,C,0.00,0.05,0.64,0.30,0.01,0.00
2020-03-11 12:35:02,000822,C,0.00,0.08,0.91,0.01,0.00,0.00
2020-03-11 12:37:51,000823,A,0.93,0.06,0.00,0.00,0.00,0.00
2020-03-11 12:38:34,000824,B,0.32,0.41,0.20,0.03,0.00,0.03
2020-03-11 12:39:26,000825,A,0.70,0.29,0.00,0.00,0.00,0.00
2020-03-11 12:42:03,000826,D,0.00,0.00,0.40,0.54,0.06,0.00
2020-03-11 12:42:12,000827,C,0.01,0.13,0.61,0.25,0.00,0.00
2020-03-11 12:42:16,000828,N,0.09,0.00,0.00,0.00,0.02,0.89
2020-03-11 12:43:37,000829,D,0.00,0.00,0.17,0.81,0.02,0.00
2020-03-11 12:43:45,000830,D,0.00,0.00,0.49,0.51,0.00,0.00
2020-03-11 12:44:05,000831,B,0.11,0.56,0.28,0.04,0.01,0.00
2020-03-11 12:44:56,000832,A,0.99,0.00,0.00,0.00,0.00,0.00
2020-03-11 12:46:19,000833,A,0.71,0.16,0.13,0.00,0.00,0.00
2020-03-11 12:47:15,000834,B,0.35,0.48,0.16,0.02,0.00,0.00
2020-03-11 12:47:43,000835,C,0.00,0.01,0.91,0.08,0.00,0.00
2020-03-11 12:47:53,000836,C,0.00,0.41,0.56,0.03,0.00,0.00
2020-03-11 12:48:15,000837,C,0.00,0.12,0.88,0.00,0.00,0.00
2020-03-11 12:48:28,000838,C,0.00,0.12,0.85,0.04,0.00,0.00
2020-03-11 12:48:55,000839,A,0.97,0.03,0.00,0.00,0.00,0.00
2020-03-11 12:49:01,000840,B,0.26,0.69,0.04,0.00,0.00,0.00
2020-03-11 12:50:48,000841,C,0.01,0.03,0.95,0.02,0.00,0.00
2020-03-11 12:51:14,000842,B,0.04,0.52,0.35,0.05,0.02,0.01
2020-03-11 12:52:03,000843,A,0.91,0.08,0.00,0.00,0.00,0.00
2020-03-11 12:53:24,000844,A,0.98,0.02,0.00,0.00,0.00,0.00
2020-03-11 12:53:55,000845,A,0.97,0.02,0.00,0.00,0.00,0.01
2020-03-11 12:54:05,000846,A,0.77,0.23,0.00,0.00,0.00,0.00
2020-03-11 12:56:30,000847,B,0.02,0.94,0.03,0.01,0.00,0.00
2020-03-11 12:56:38,000848,C,0.00,0.01,0.62,0.35,0.01,0.00
2020-03-11 12:56:49,000849,B,0.08,0.87,0.05,0.00,0.00,0.00
2020-03-11 12:56:55,000850,C,0.00,0.27,0.61,0.11,0.00,0.00
2020-03-11 12:57:47,000851,C,0.00,0.00,0.83,0.16,0.00,0.00
2020-03-11 12:57:56,000852,C,0.00,0.00,0.54,0.44,0.02,0.00
2020-03-11 12:58:15,000853,B,0.00,0.86,0.11,0.02,0.00,0.00
2020-03-11 12:58:30,000854,A,0.97,0.02,0.00,0.00,0.00,0.01
2020-03-11 12:59:33,000855,B,0.02,0.76,0.22,0.00,0.00,0.00
2020-03-11 12:59:38,000856,C,0.00,0.01,0.92,0.07,0.00,0.00
2020-03-11 13:00:37,000857,B,0.01,0.79,0.16,0.04,0.00,0.00
2020-03-11 13:01:26,000858,C,0.02,0.24,0.66,0.07,0.01,0.00
2020-03-11 13:01:29,000859,B,0.05,0.87,0.07,0.00,0.00,0.00
2020-03-11 13:01:39,000860,C,0.01,0.24,0.57,0.16,0.01,0.00
2020-03-11 13:05:15,000861,A,0.88,0.12,0.00,0.00,0.00,0.00
2020-03-11 13:05:59,000862,B,0.00,0.84,0.16,0.00,0.00,0.00
2020-03-11 13:07:07,000863,C,0.00,0.01,0.98,0.01,0.00,0.00
2020-03-11 13:08:28,000864,A,0.95,0.04,0.01,0.00,0.00,0.00
2020-03-11 13:08:40,000865,B,0.03,0.89,0.08,0.00,0.00,0.00
2020-03-11 13:09:13,000866,A,0.91,0.07,0.02,0.00,0.00,0.00
2020-03-11 13:09:18,000867,A,0.98,0.01,0.01,0.00,0.00,0.00
2020-03-11 13:09:56,000868,A,0.92,0.07,0.00,0.00,0.00,0.00
2020-03-11 13:11:06,000869,B,0.01,0.73,0.24,0.02,0.00,0.00
2020-03-11 13:11:09,000870,B,0.46,0.47,0.06,0.01,0.00,0.00
2020-03-11 13:11:50,000871,A,1.00,0.00,0.00,0.00,0.00,0.00
2020-03-11 13:12:55,000872,C,0.00,0.07,0.84,0.09,0.00,0.00
2020-03-11 13:13:05,000873,C,0.08,0.20,0.68,0.03,0.00,0.00
2020-03-11 13:13:14,000874,C,0.00,0.36,0.62,0.01,0.00,0.00
2020-03-11 13:17:10,000875,B,0.02,0.93,0.05,0.00,0.00,0.00
2020-03-11 13:20:51,000876,A,1.00,0.00,0.00,0.00,0.00,0.00
2020-03-11 13:26:50,000877,B,0.46,0.47,0.06,0.00,0.00,0.01
2020-03-11 13:27:03,000878,B,0.32,0.57,0.10,0.01,0.00,0.00
2020-03-11 13:27:53,000879,A,0.92,0.06,0.01,0.00,0.00,0.00
2020-03-11 13:28:34,000880,A,0.78,0.05,0.08,0.01,0.01,0.06
2020-03-11 13:32:02,000881,B,0.24,0.64,0.10,0.02,0.00,0.00
2020-03-11 13:32:13,000882,B,0.01,0.70,0.29,0.00,0.00,0.00
2020-03-11 13:32:16,000883,B,0.03,0.92,0.05,0.00,0.00,0.00
2020-03-11 13:33:16,000884,D,0.21,0.30,0.15,0.31,0.02,0.01
2020-03-11 13:35:19,000885,B,0.14,0.84,0.01,0.00,0.00,0.00
2020-03-11 13:35:42,000886,A,0.80,0.19,0.00,0.00,0.00,0.00
2020-03-11 13:36:04,000887,B,0.36,0.53,0.10,0.00,0.00,0.00
2020-03-11 13:36:50,000888,A,0.55,0.22,0.05,0.06,0.01,0.12
2020-03-11 13:37:20,000889,A,0.81,0.17,0.02,0.00,0.00,0.00
2020-03-11 13:39:21,000890,C,0.02,0.39,0.53,0.06,0.00,0.00
2020-03-11 13:42:12,000891,B,0.05,0.84,0.09,0.01,0.00,0.00
2020-03-11 13:42:18,000892,N,0.03,0.00,0.00,0.00,0.00,0.96
2020-03-11 13:45:46,000893,B,0.34,0.39,0.26,0.01,0.00,0.00
2020-03-11 13:49:12,000894,C,0.04,0.42,0.52,0.02,0.00,0.00
2020-03-11 13:50:08,000895,B,0.25,0.67,0.07,0.01,0.00,0.00
2020-03-11 13:56:20,000896,B,0.01,0.49,0.46,0.04,0.01,0.00
2020-03-11 13:57:50,000897,B,0.05,0.94,0.01,0.00,0.00,0.00
2020-03-11 13:58:03,000898,C,0.00,0.12,0.83,0.05,0.00,0.00
2020-03-11 14:00:17,000899,B,0.04,0.51,0.43,0.02,0.00,0.00
2020-03-11 14:00:35,000900,C,0.01,0.12,0.59,0.29,0.00,0.00
2020-03-11 14:00:38,000901,B,0.06,0.66,0.28,0.01,0.00,0.00
2020-03-11 14:02:15,000902,D,0.00,0.00,0.28,0.72,0.00,0.00
2020-03-11 14:02:50,000903,C,0.01,0.17,0.81,0.01,0.00,0.00
2020-03-11 14:07:01,000904,D,0.00,0.00,0.43,0.56,0.01,0.00
2020-03-11 14:07:16,000905,B,0.04,0.77,0.19,0.00,0.00,0.00
2020-03-11 14:07:30,000906,C,0.00,0.00,0.60,0.29,0.06,0.04
2020-03-11 14:07:40,000907,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 14:11:32,000908,B,0.00,0.63,0.37,0.00,0.00,0.00
2020-03-11 14:11:58,000909,C,0.00,0.00,0.98,0.01,0.00,0.00
2020-03-11 14:12:28,000910,A,0.88,0.06,0.01,0.00,0.00,0.05
2020-03-11 14:16:07,000911,C,0.00,0.09,0.90,0.01,0.00,0.00
2020-03-11 14:16:55,000912,A,0.97,0.00,0.00,0.00,0.00,0.03
2020-03-11 14:17:05,000913,B,0.04,0.77,0.19,0.00,0.00,0.00
2020-03-11 14:18:16,000914,C,0.00,0.01,0.91,0.08,0.00,0.00
2020-03-11 14:18:45,000915,B,0.06,0.92,0.02,0.00,0.00,0.00
2020-03-11 14:18:49,000916,B,0.00,0.97,0.03,0.00,0.00,0.00
2020-03-11 14:18:53,000917,B,0.30,0.67,0.01,0.00,0.00,0.01
2020-03-11 14:28:18,000918,A,0.91,0.05,0.03,0.00,0.00,0.00
2020-03-11 14:28:23,000919,A,0.59,0.01,0.00,0.00,0.00,0.39
2020-03-11 14:30:03,000920,A,0.74,0.00,0.00,0.00,0.00,0.26
2020-03-11 14:32:22,000921,A,0.53,0.38,0.09,0.00,0.00,0.00
2020-03-11 14:32:27,000922,B,0.15,0.69,0.16,0.00,0.00,0.00
2020-03-11 14:32:39,000923,C,0.00,0.00,0.98,0.01,0.00,0.00
2020-03-11 14:32:46,000924,C,0.00,0.17,0.83,0.00,0.00,0.00
2020-03-11 14:32:55,000925,C,0.00,0.10,0.90,0.00,0.00,0.00
2020-03-11 14:33:08,000926,C,0.00,0.04,0.96,0.00,0.00,0.00
2020-03-11 14:53:37,000927,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 15:05:44,000928,F,0.00,0.00,0.01,0.46,0.52,0.00
2020-03-11 15:44:59,000929,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 15:57:08,000930,B,0.15,0.52,0.30,0.03,0.00,0.00
2020-03-11 15:57:25,000931,D,0.00,0.00,0.04,0.96,0.00,0.00
2020-03-11 16:07:21,000932,C,0.03,0.28,0.67,0.01,0.00,0.00
2020-03-11 16:11:11,000933,B,0.37,0.41,0.02,0.01,0.01,0.18
2020-03-11 16:30:42,000934,A,0.50,0.49,0.01,0.00,0.00,0.00
2020-03-11 17:03:07,000935,C,0.03,0.21,0.76,0.01,0.00,0.00
2020-03-11 17:07:29,000936,B,0.01,0.98,0.01,0.00,0.00,0.00
2020-03-11 17:07:34,000937,A,0.91,0.09,0.00,0.00,0.00,0.00
2020-03-11 17:13:24,000938,A,0.57,0.39,0.04,0.00,0.00,0.00
2020-03-11 17:14:07,000939,B,0.04,0.92,0.04,0.00,0.00,0.00
2020-03-11 17:14:24,000940,C,0.00,0.12,0.86,0.01,0.00,0.00
2020-03-11 17:14:31,000941,B,0.10,0.78,0.11,0.01,0.00,0.00
2020-03-11 17:14:38,000942,C,0.01,0.20,0.77,0.01,0.00,0.00
2020-03-11 17:14:46,000943,B,0.02,0.93,0.05,0.00,0.00,0.00
2020-03-11 17:16:58,000944,C,0.07,0.38,0.53,0.01,0.00,0.00
2020-03-11 17:18:35,000945,B,0.06,0.88,0.06,0.00,0.00,0.00
2020-03-11 17:18:42,000946,B,0.12,0.68,0.19,0.01,0.00,0.00
2020-03-11 17:20:59,000947,B,0.02,0.75,0.23,0.01,0.00,0.00
2020-03-11 17:21:50,000948,C,0.00,0.00,0.97,0.02,0.00,0.00
2020-03-11 17:23:52,000949,B,0.29,0.70,0.01,0.00,0.00,0.00
2020-03-11 17:31:11,000950,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-11 17:36:21,000951,B,0.00,0.93,0.05,0.01,0.00,0.00
2020-03-11 17:37:25,000952,N,0.00,0.00,0.00,0.00,0.01,0.99
2020-03-11 17:43:35,000953,A,0.49,0.44,0.06,0.01,0.00,0.00
2020-03-11 17:43:39,000954,B,0.29,0.68,0.03,0.01,0.00,0.00
2020-03-11 17:43:48,000955,B,0.01,0.98,0.01,0.00,0.00,0.00
2020-03-11 17:44:19,000956,C,0.00,0.00,0.71,0.28,0.01,0.00
2020-03-11 17:45:03,000957,B,0.23,0.70,0.07,0.00,0.00,0.00
2020-03-11 17:46:52,000958,A,0.67,0.31,0.01,0.00,0.00,0.00
2020-03-11 17:47:19,000959,A,0.73,0.21,0.05,0.01,0.00,0.00
2020-03-11 17:47:23,000960,B,0.00,0.72,0.27,0.00,0.00,0.00
2020-03-11 17:50:23,000961,B,0.15,0.81,0.03,0.00,0.00,0.00
2020-03-11 17:50:37,000962,B,0.30,0.68,0.01,0.01,0.00,0.00
2020-03-11 17:51:05,000963,B,0.01,0.76,0.23,0.01,0.00,0.00
2020-03-11 17:51:09,000964,N,0.43,0.01,0.00,0.00,0.01,0.54
2020-03-11 17:51:35,000965,A,0.98,0.01,0.00,0.00,0.00,0.00
2020-03-11 17:52:08,000966,C,0.00,0.07,0.90,0.03,0.00,0.00
2020-03-11 17:52:42,000967,D,0.00,0.00,0.22,0.73,0.05,0.00
2020-03-11 17:52:48,000968,C,0.01,0.34,0.58,0.06,0.00,0.00
2020-03-11 17:53:16,000969,B,0.16,0.58,0.10,0.02,0.03,0.11
2020-03-11 17:54:11,000970,C,0.00,0.00,0.96,0.04,0.00,0.00
2020-03-11 17:56:41,000971,A,0.90,0.10,0.00,0.00,0.00,0.00
2020-03-11 17:57:14,000972,B,0.44,0.50,0.06,0.00,0.00,0.00
2020-03-11 17:57:21,000973,A,0.54,0.45,0.01,0.00,0.00,0.00
2020-03-11 17:57:40,000974,B,0.04,0.96,0.00,0.00,0.00,0.00
2020-03-11 17:58:30,000975,C,0.00,0.10,0.55,0.32,0.02,0.00
2020-03-11 17:58:35,000976,B,0.00,0.73,0.23,0.03,0.01,0.00
2020-03-11 17:59:04,000977,B,0.37,0.55,0.05,0.02,0.00,0.01
2020-03-11 17:59:19,000978,B,0.00,0.72,0.27,0.00,0.00,0.00
2020-03-11 17:59:44,000979,C,0.00,0.09,0.89,0.02,0.00,0.00
2020-03-11 18:00:00,000980,B,0.02,0.98,0.00,0.00,0.00,0.00
2020-03-11 18:00:39,000981,A,0.84,0.16,0.00,0.00,0.00,0.00
2020-03-11 18:02:16,000982,A,0.60,0.34,0.04,0.00,0.00,0.01
2020-03-11 18:04:08,000983,B,0.00,0.65,0.33,0.02,0.00,0.00
2020-03-11 18:05:17,000984,B,0.25,0.74,0.00,0.00,0.00,0.00
2020-03-11 18:05:47,000985,B,0.00,0.97,0.02,0.00,0.00,0.00
2020-03-11 18:06:09,000986,A,0.73,0.27,0.00,0.00,0.00,0.00
2020-03-11 18:09:30,000987,B,0.00,0.98,0.02,0.00,0.00,0.00
2020-03-11 18:09:58,000988,A,0.94,0.06,0.00,0.00,0.00,0.00
2020-03-11 18:10:15,000989,A,0.73,0.17,0.02,0.00,0.01,0.07
2020-03-11 18:13:07,000990,B,0.04,0.94,0.01,0.00,0.00,0.00
2020-03-11 18:14:37,000991,D,0.00,0.00,0.27,0.46,0.27,0.00
2020-03-11 18:15:00,000992,C,0.05,0.30,0.43,0.18,0.02,0.02
2020-03-11 18:15:33,000993,C,0.00,0.23,0.76,0.01,0.00,0.00
