Time,ID,Grade,A,B,C,D,F,N
2020-03-09 18:59:49,000331,B,0.12,0.78,0.09,0.00,0.00,0.00
2020-03-09 19:04:03,000332,C,0.00,0.00,0.97,0.03,0.00,0.00
2020-03-09 19:05:52,000333,B,0.01,0.82,0.16,0.01,0.00,0.00
2020-03-09 19:08:38,000334,A,0.50,0.38,0.06,0.05,0.01,0.00
2020-03-09 19:08:46,000335,D,0.00,0.00,0.47,0.53,0.01,0.00
2020-03-09 19:12:57,000336,A,0.92,0.07,0.00,0.00,0.00,0.00
2020-03-09 19:14:13,000337,B,0.04,0.91,0.05,0.00,0.00,0.00
2020-03-09 19:16:33,000338,B,0.02,0.97,0.02,0.00,0.00,0.00
2020-03-09 19:16:45,000339,B,0.00,0.62,0.35,0.03,0.00,0.00
2020-03-09 19:18:20,000340,B,0.37,0.62,0.01,0.00,0.00,0.00
2020-03-09 19:21:48,000341,C,0.00,0.43,0.56,0.02,0.00,0.00
2020-03-09 19:21:53,000342,B,0.06,0.90,0.04,0.00,0.00,0.00
2020-03-09 19:29:14,000343,B,0.01,0.98,0.01,0.00,0.00,0.00
2020-03-09 19:29:20,000344,A,0.80,0.16,0.00,0.00,0.00,0.04
2020-03-09 19:29:26,000345,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-09 19:29:29,000346,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-09 19:33:20,000347,B,0.00,0.86,0.14,0.00,0.00,0.00
2020-03-09 19:36:06,000348,B,0.00,0.98,0.02,0.00,0.00,0.00
2020-03-09 19:36:37,000349,A,0.62,0.35,0.02,0.00,0.00,0.00
2020-03-09 19:37:50,000350,A,0.77,0.02,0.00,0.00,0.02,0.19
2020-03-09 19:42:53,000351,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-09 19:55:37,000352,N,0.19,0.10,0.01,0.00,0.00,0.69
2020-03-09 19:56:51,000353,A,0.49,0.43,0.06,0.01,0.00,0.00
2020-03-09 19:57:07,000354,B,0.02,0.91,0.06,0.01,0.00,0.00
2020-03-09 19:57:13,000355,B,0.00,0.50,0.49,0.01,0.00,0.00
2020-03-09 19:57:34,000356,B,0.00,0.68,0.31,0.02,0.00,0.00
2020-03-10 06:50:39,000350,A,0.77,0.02,0.00,0.00,0.02,0.19
2020-03-10 06:50:48,000351,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-10 06:52:59,000352,N,0.19,0.10,0.01,0.00,0.00,0.69
2020-03-10 06:53:11,000353,A,0.49,0.43,0.06,0.01,0.00,0.00
2020-03-10 06:53:19,000354,B,0.02,0.91,0.06,0.01,0.00,0.00
2020-03-10 06:53:24,000355,B,0.00,0.50,0.49,0.01,0.00,0.00
2020-03-10 06:53:27,000356,B,0.00,0.68,0.31,0.02,0.00,0.00
2020-03-10 07:01:30,000360,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 07:29:02,000361,N,0.09,0.09,0.01,0.00,0.00,0.81
2020-03-10 07:45:05,000362,B,0.00,1.00,0.00,0.00,0.00,0.00
2020-03-10 07:48:08,000363,B,0.12,0.86,0.01,0.00,0.00,0.00
2020-03-10 07:48:57,000364,C,0.00,0.00,0.76,0.19,0.04,0.00
2020-03-10 07:49:09,000365,A,0.69,0.30,0.01,0.00,0.00,0.00
2020-03-10 07:51:02,000366,C,0.00,0.15,0.78,0.07,0.00,0.00
2020-03-10 07:51:07,000367,B,0.14,0.76,0.09,0.01,0.00,0.00
2020-03-10 07:51:24,000368,B,0.17,0.71,0.11,0.00,0.00,0.00
2020-03-10 07:53:12,000369,A,0.58,0.40,0.02,0.00,0.00,0.00
2020-03-10 07:54:43,000370,A,0.68,0.27,0.05,0.00,0.00,0.00
2020-03-10 07:55:37,000371,B,0.00,0.74,0.26,0.00,0.00,0.00
2020-03-10 07:56:25,000372,B,0.30,0.66,0.03,0.00,0.00,0.00
2020-03-10 07:57:00,000373,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 08:01:43,000374,B,0.17,0.79,0.04,0.00,0.00,0.00
2020-03-10 08:05:58,000375,B,0.05,0.83,0.11,0.00,0.00,0.00
2020-03-10 08:19:46,000376,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 08:25:18,000377,C,0.00,0.21,0.79,0.00,0.00,0.00
2020-03-10 08:29:01,000378,B,0.42,0.55,0.03,0.00,0.00,0.00
2020-03-10 08:31:49,000379,A,0.77,0.14,0.08,0.00,0.00,0.00
2020-03-10 08:41:15,000380,A,0.97,0.02,0.00,0.00,0.00,0.00
2020-03-10 08:42:45,000381,C,0.02,0.16,0.80,0.01,0.00,0.01
2020-03-10 08:43:13,000382,A,0.96,0.03,0.00,0.00,0.00,0.00
2020-03-10 08:53:31,000383,B,0.07,0.83,0.09,0.01,0.00,0.00
2020-03-10 08:53:57,000384,A,0.57,0.41,0.02,0.00,0.00,0.00
2020-03-10 09:02:05,000385,A,0.79,0.17,0.04,0.00,0.00,0.00
2020-03-10 09:05:10,000386,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 09:05:16,000387,N,0.46,0.00,0.00,0.00,0.00,0.53
2020-03-10 09:10:18,000388,C,0.00,0.34,0.65,0.01,0.00,0.00
2020-03-10 09:10:47,000389,B,0.08,0.89,0.03,0.00,0.00,0.00
2020-03-10 09:14:24,000390,C,0.00,0.36,0.63,0.01,0.00,0.00
2020-03-10 09:14:55,000391,B,0.44,0.54,0.02,0.00,0.00,0.00
2020-03-10 09:15:32,000392,A,0.88,0.10,0.01,0.00,0.01,0.01
2020-03-10 09:16:22,000393,C,0.00,0.35,0.60,0.05,0.00,0.00
2020-03-10 09:17:26,000394,B,0.11,0.63,0.24,0.00,0.00,0.01
2020-03-10 09:19:10,000395,C,0.00,0.00,0.90,0.10,0.00,0.00
2020-03-10 09:20:35,000396,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 09:21:05,000397,B,0.09,0.81,0.09,0.00,0.00,0.00
2020-03-10 09:21:15,000398,B,0.08,0.82,0.10,0.00,0.00,0.00
2020-03-10 09:23:03,000399,C,0.00,0.17,0.82,0.01,0.00,0.00
2020-03-10 09:24:59,000400,A,0.81,0.17,0.01,0.00,0.00,0.00
2020-03-10 09:28:50,000401,A,0.73,0.26,0.01,0.00,0.00,0.00
2020-03-10 09:29:05,000402,C,0.00,0.06,0.71,0.23,0.00,0.00
2020-03-10 09:30:36,000403,A,0.80,0.15,0.04,0.00,0.00,0.00
2020-03-10 09:33:19,000404,B,0.02,0.89,0.08,0.00,0.00,0.00
2020-03-10 09:40:48,000405,B,0.01,0.98,0.01,0.00,0.00,0.00
2020-03-10 09:41:43,000406,C,0.03,0.36,0.45,0.16,0.00,0.00
2020-03-10 09:41:59,000407,C,0.00,0.07,0.93,0.00,0.00,0.00
2020-03-10 09:47:53,000408,A,0.93,0.02,0.01,0.00,0.00,0.04
2020-03-10 09:48:01,000409,C,0.00,0.01,0.99,0.00,0.00,0.00
2020-03-10 09:50:09,000410,B,0.02,0.84,0.14,0.00,0.00,0.00
2020-03-10 09:52:38,000411,A,0.97,0.03,0.00,0.00,0.00,0.00
2020-03-10 09:52:49,000412,C,0.01,0.07,0.79,0.12,0.00,0.00
2020-03-10 09:53:47,000413,C,0.00,0.12,0.87,0.01,0.00,0.00
2020-03-10 09:57:22,000414,A,0.95,0.01,0.00,0.00,0.00,0.03
2020-03-10 10:04:38,000415,C,0.00,0.01,0.41,0.41,0.18,0.00
2020-03-10 10:05:03,000416,C,0.05,0.47,0.48,0.00,0.00,0.00
2020-03-10 10:22:05,000417,A,0.54,0.42,0.04,0.00,0.00,0.00
2020-03-10 10:28:28,000418,C,0.00,0.01,0.98,0.00,0.00,0.00
2020-03-10 10:30:43,000419,C,0.00,0.01,0.98,0.00,0.00,0.00
2020-03-10 10:34:41,000420,N,0.01,0.00,0.00,0.01,0.01,0.97
2020-03-10 10:36:33,000421,A,0.97,0.00,0.02,0.01,0.00,0.00
2020-03-10 10:39:46,000422,B,0.11,0.66,0.21,0.01,0.00,0.00
2020-03-10 10:45:45,000423,B,0.02,0.86,0.12,0.00,0.00,0.00
2020-03-10 10:46:16,000424,C,0.04,0.27,0.65,0.03,0.01,0.00
2020-03-10 10:52:52,000425,C,0.00,0.14,0.84,0.01,0.00,0.00
2020-03-10 11:10:19,000426,B,0.06,0.64,0.24,0.04,0.00,0.01
2020-03-10 11:14:42,000427,A,0.94,0.04,0.00,0.00,0.00,0.01
2020-03-10 11:19:24,000428,A,0.59,0.39,0.02,0.00,0.00,0.00
2020-03-10 11:20:39,000429,B,0.04,0.82,0.13,0.01,0.00,0.00
2020-03-10 11:23:26,000430,C,0.00,0.13,0.82,0.05,0.00,0.00
2020-03-10 11:26:19,000431,C,0.00,0.25,0.72,0.02,0.00,0.00
2020-03-10 11:28:17,000432,A,0.68,0.29,0.02,0.01,0.00,0.00
2020-03-10 11:33:28,000433,B,0.04,0.94,0.02,0.00,0.00,0.00
2020-03-10 11:35:07,000434,C,0.00,0.00,0.82,0.18,0.00,0.00
2020-03-10 11:38:40,000435,A,0.96,0.03,0.00,0.00,0.00,0.01
2020-03-10 11:39:04,000436,C,0.00,0.17,0.55,0.27,0.01,0.00
2020-03-10 11:42:20,000437,A,0.67,0.10,0.01,0.05,0.01,0.16
2020-03-10 11:44:37,000438,B,0.00,0.96,0.03,0.01,0.00,0.00
2020-03-10 11:46:24,000439,D,0.00,0.04,0.29,0.65,0.02,0.00
2020-03-10 11:49:42,000440,A,0.62,0.34,0.02,0.01,0.00,0.01
2020-03-10 11:50:51,000441,C,0.00,0.00,0.99,0.01,0.00,0.00
2020-03-10 11:51:13,000442,D,0.00,0.00,0.30,0.69,0.01,0.00
2020-03-10 11:53:15,000443,C,0.01,0.45,0.53,0.01,0.00,0.00
2020-03-10 11:55:04,000444,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 12:01:54,000445,C,0.00,0.00,0.97,0.02,0.00,0.00
2020-03-10 12:04:05,000446,C,0.00,0.45,0.47,0.06,0.02,0.00
2020-03-10 12:04:37,000447,C,0.00,0.00,0.94,0.05,0.00,0.00
2020-03-10 12:04:50,000448,B,0.34,0.62,0.03,0.00,0.00,0.01
2020-03-10 12:05:22,000449,C,0.00,0.47,0.53,0.01,0.00,0.00
2020-03-10 12:07:44,000450,A,0.82,0.11,0.05,0.00,0.00,0.01
2020-03-10 12:11:58,000451,C,0.00,0.35,0.64,0.00,0.00,0.00
2020-03-10 12:12:06,000452,A,0.66,0.03,0.01,0.00,0.00,0.28
2020-03-10 12:15:34,000453,C,0.02,0.17,0.77,0.04,0.00,0.00
2020-03-10 12:18:01,000454,D,0.00,0.00,0.04,0.94,0.02,0.00
2020-03-10 12:20:05,000455,C,0.00,0.00,0.73,0.26,0.01,0.00
2020-03-10 12:20:56,000456,B,0.38,0.42,0.19,0.01,0.00,0.00
2020-03-10 12:21:27,000457,B,0.07,0.84,0.09,0.00,0.00,0.00
2020-03-10 12:21:31,000458,A,0.92,0.08,0.00,0.00,0.00,0.00
2020-03-10 12:21:40,000459,A,0.99,0.00,0.00,0.00,0.00,0.00
2020-03-10 12:23:36,000460,C,0.01,0.22,0.75,0.02,0.00,0.00
2020-03-10 12:23:48,000461,C,0.00,0.01,0.96,0.02,0.00,0.00
2020-03-10 12:28:10,000462,A,0.86,0.09,0.02,0.00,0.00,0.02
2020-03-10 12:28:24,000463,C,0.01,0.33,0.65,0.01,0.00,0.00
2020-03-10 12:29:17,000464,A,0.93,0.05,0.01,0.00,0.00,0.00
2020-03-10 12:29:23,000465,A,0.98,0.00,0.00,0.00,0.00,0.01
2020-03-10 12:29:30,000466,B,0.27,0.67,0.05,0.01,0.00,0.00
2020-03-10 12:29:57,000467,C,0.00,0.21,0.76,0.03,0.00,0.00
2020-03-10 12:30:18,000468,A,0.86,0.12,0.01,0.00,0.00,0.00
2020-03-10 12:31:04,000469,A,0.76,0.22,0.02,0.00,0.00,0.00
2020-03-10 12:31:12,000470,C,0.00,0.02,0.78,0.20,0.00,0.00
2020-03-10 12:31:34,000471,C,0.00,0.00,0.98,0.02,0.00,0.00
2020-03-10 12:31:58,000472,B,0.16,0.69,0.14,0.00,0.00,0.00
2020-03-10 12:32:01,000473,D,0.00,0.00,0.10,0.87,0.03,0.00
2020-03-10 12:32:35,000474,C,0.00,0.15,0.83,0.02,0.00,0.00
2020-03-10 12:32:46,000475,B,0.02,0.94,0.04,0.00,0.00,0.00
2020-03-10 12:33:17,000476,D,0.00,0.00,0.47,0.52,0.01,0.00
2020-03-10 12:35:04,000477,A,0.89,0.10,0.00,0.00,0.00,0.00
2020-03-10 12:36:04,000478,A,0.97,0.02,0.00,0.00,0.00,0.01
2020-03-10 12:39:30,000479,C,0.00,0.20,0.59,0.20,0.01,0.00
2020-03-10 12:40:18,000480,B,0.00,0.95,0.05,0.00,0.00,0.00
2020-03-10 12:41:27,000481,B,0.36,0.61,0.02,0.00,0.00,0.00
2020-03-10 12:41:41,000482,B,0.39,0.59,0.02,0.00,0.00,0.01
2020-03-10 12:44:16,000483,A,0.60,0.19,0.01,0.01,0.00,0.18
2020-03-10 12:44:24,000484,D,0.00,0.00,0.11,0.85,0.03,0.00
2020-03-10 12:44:44,000485,B,0.09,0.90,0.00,0.00,0.00,0.00
2020-03-10 12:46:54,000486,B,0.16,0.60,0.21,0.02,0.01,0.00
2020-03-10 12:46:57,000487,C,0.00,0.29,0.68,0.03,0.00,0.00
2020-03-10 12:47:15,000488,C,0.01,0.41,0.58,0.00,0.00,0.00
2020-03-10 12:47:54,000489,B,0.05,0.46,0.30,0.16,0.02,0.00
2020-03-10 12:48:32,000490,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-03-10 12:48:36,000491,C,0.00,0.01,0.93,0.06,0.00,0.00
2020-03-10 12:49:11,000492,C,0.00,0.06,0.91,0.03,0.00,0.00
2020-03-10 12:49:45,000493,C,0.01,0.06,0.63,0.30,0.00,0.00
2020-03-10 12:50:13,000494,C,0.00,0.30,0.57,0.12,0.01,0.00
2020-03-10 12:50:19,000495,B,0.25,0.63,0.06,0.01,0.01,0.05
2020-03-10 12:51:12,000496,B,0.08,0.66,0.22,0.01,0.00,0.03
2020-03-10 12:51:37,000497,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-10 12:51:45,000498,C,0.00,0.04,0.94,0.01,0.00,0.00
2020-03-10 12:52:08,000499,B,0.00,0.95,0.05,0.00,0.00,0.00
2020-03-10 12:52:34,000500,C,0.00,0.08,0.91,0.01,0.00,0.00
2020-03-10 12:52:49,000501,B,0.07,0.61,0.29,0.02,0.00,0.00
2020-03-10 12:52:55,000502,C,0.00,0.02,0.96,0.02,0.00,0.00
2020-03-10 12:52:58,000503,B,0.02,0.74,0.22,0.01,0.00,0.00
2020-03-10 12:54:30,000504,B,0.22,0.76,0.02,0.00,0.00,0.00
2020-03-10 12:54:42,000505,B,0.33,0.61,0.06,0.01,0.00,0.00
2020-03-10 12:55:10,000506,B,0.06,0.59,0.28,0.06,0.01,0.01
2020-03-10 12:55:39,000507,B,0.10,0.77,0.12,0.01,0.00,0.00
2020-03-10 12:55:47,000508,B,0.00,0.98,0.02,0.00,0.00,0.00
2020-03-10 12:56:00,000509,B,0.09,0.54,0.28,0.08,0.00,0.00
2020-03-10 12:56:06,000510,C,0.00,0.04,0.63,0.31,0.02,0.00
2020-03-10 12:56:20,000511,B,0.19,0.76,0.03,0.01,0.00,0.00
2020-03-10 12:56:27,000512,B,0.07,0.90,0.01,0.01,0.00,0.00
2020-03-10 12:56:36,000513,B,0.00,0.68,0.19,0.11,0.01,0.00
2020-03-10 12:56:52,000514,B,0.22,0.77,0.00,0.00,0.00,0.00
2020-03-10 12:57:12,000515,C,0.01,0.35,0.55,0.08,0.01,0.00
2020-03-10 12:59:20,000516,B,0.00,0.80,0.16,0.04,0.00,0.00
2020-03-10 13:00:16,000517,B,0.29,0.67,0.03,0.01,0.00,0.00
2020-03-10 13:03:42,000518,C,0.00,0.12,0.74,0.12,0.02,0.00
2020-03-10 13:07:40,000519,C,0.00,0.40,0.58,0.01,0.00,0.00
2020-03-10 13:07:59,000520,B,0.09,0.59,0.22,0.08,0.01,0.01
2020-03-10 13:10:43,000521,C,0.00,0.17,0.81,0.01,0.00,0.00
2020-03-10 13:13:44,000522,B,0.13,0.78,0.08,0.01,0.00,0.00
2020-03-10 13:15:20,000523,D,0.00,0.02,0.42,0.55,0.01,0.00
2020-03-10 13:16:23,000524,B,0.04,0.89,0.06,0.00,0.00,0.00
2020-03-10 13:17:59,000525,B,0.11,0.74,0.12,0.04,0.00,0.00
2020-03-10 13:26:40,000526,C,0.15,0.03,0.56,0.20,0.05,0.01
2020-03-10 13:27:29,000527,B,0.00,0.97,0.02,0.00,0.00,0.00
2020-03-10 13:28:16,000528,B,0.11,0.49,0.38,0.01,0.00,0.00
2020-03-10 13:29:09,000529,A,0.68,0.02,0.00,0.01,0.02,0.26
2020-03-10 13:29:15,000530,A,0.72,0.26,0.01,0.01,0.00,0.00
2020-03-10 13:32:59,000531,C,0.00,0.16,0.73,0.11,0.00,0.00
2020-03-10 13:33:25,000532,A,0.90,0.06,0.00,0.00,0.00,0.04
2020-03-10 13:34:20,000533,A,0.96,0.04,0.01,0.00,0.00,0.00
2020-03-10 13:34:40,000534,C,0.01,0.35,0.63,0.00,0.00,0.00
2020-03-10 13:35:40,000535,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 13:37:10,000536,B,0.22,0.53,0.17,0.06,0.01,0.00
2020-03-10 13:37:17,000537,B,0.02,0.95,0.03,0.00,0.00,0.00
2020-03-10 13:46:37,000538,C,0.00,0.19,0.80,0.01,0.00,0.00
2020-03-10 13:52:14,000539,B,0.44,0.46,0.09,0.01,0.00,0.00
2020-03-10 14:15:03,000540,C,0.00,0.49,0.51,0.00,0.00,0.00
2020-03-10 14:19:29,000541,C,0.00,0.23,0.76,0.00,0.00,0.00
2020-03-10 14:19:44,000542,C,0.00,0.00,0.89,0.10,0.01,0.00
2020-03-10 14:29:34,000543,B,0.00,0.53,0.44,0.02,0.00,0.00
2020-03-10 14:30:30,000544,C,0.00,0.00,0.49,0.49,0.01,0.01
2020-03-10 14:39:10,000545,C,0.02,0.33,0.63,0.02,0.00,0.00
2020-03-10 14:53:36,000546,N,0.00,0.00,0.00,0.00,0.00,0.99
2020-03-10 15:13:23,000547,N,0.03,0.01,0.00,0.00,0.00,0.96
2020-03-10 15:25:40,000548,B,0.17,0.59,0.20,0.03,0.00,0.00
2020-03-10 15:38:11,000549,C,0.09,0.21,0.65,0.03,0.01,0.02
2020-03-10 15:38:35,000550,N,0.37,0.01,0.00,0.00,0.00,0.61
2020-03-10 15:40:13,000551,A,0.99,0.01,0.00,0.00,0.00,0.00
2020-03-10 15:52:35,000552,A,0.60,0.13,0.24,0.02,0.00,0.00
2020-03-10 16:02:03,000553,A,0.93,0.04,0.00,0.01,0.00,0.01
2020-03-10 16:02:10,000554,C,0.00,0.05,0.91,0.04,0.00,0.00
2020-03-10 16:21:39,000555,B,0.23,0.43,0.31,0.03,0.00,0.00
2020-03-10 16:38:44,000556,B,0.01,0.58,0.40,0.01,0.00,0.00
2020-03-10 16:48:04,000557,A,0.70,0.30,0.01,0.00,0.00,0.00
2020-03-10 16:50:48,000558,A,0.97,0.03,0.00,0.00,0.00,0.00
2020-03-10 16:51:26,000559,B,0.21,0.69,0.04,0.03,0.00,0.03
2020-03-10 16:51:52,000560,B,0.13,0.78,0.09,0.00,0.00,0.00
2020-03-10 17:10:29,000561,B,0.32,0.57,0.11,0.00,0.00,0.00
2020-03-10 17:19:39,000562,B,0.06,0.74,0.19,0.00,0.00,0.00
2020-03-10 17:21:33,000563,C,0.00,0.00,0.90,0.10,0.00,0.00
2020-03-10 17:27:24,000564,C,0.00,0.00,0.62,0.38,0.00,0.00
2020-03-10 17:28:51,000565,N,0.01,0.00,0.00,0.00,0.00,0.98
2020-03-10 17:30:45,000566,C,0.01,0.03,0.81,0.15,0.00,0.00
2020-03-10 17:34:03,000567,C,0.01,0.10,0.86,0.04,0.00,0.00
2020-03-10 17:34:33,000568,B,0.43,0.51,0.06,0.00,0.00,0.00
2020-03-10 17:38:19,000569,B,0.01,0.59,0.41,0.00,0.00,0.00
2020-03-10 17:38:35,000570,A,0.68,0.23,0.08,0.00,0.00,0.00
2020-03-10 17:39:32,000571,B,0.05,0.89,0.05,0.00,0.00,0.00
2020-03-10 17:41:00,000572,B,0.18,0.79,0.03,0.00,0.00,0.00
2020-03-10 17:47:13,000573,B,0.16,0.46,0.31,0.06,0.01,0.00
2020-03-10 17:47:16,000574,C,0.02,0.45,0.48,0.05,0.00,0.00
2020-03-10 17:47:45,000575,C,0.00,0.27,0.71,0.02,0.00,0.00
2020-03-10 17:48:23,000576,B,0.16,0.83,0.01,0.00,0.00,0.00
2020-03-10 17:50:32,000577,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 17:59:05,000578,D,0.00,0.01,0.42,0.54,0.03,0.00
2020-03-10 18:01:41,000579,C,0.00,0.00,0.98,0.02,0.00,0.00
2020-03-10 18:02:54,000580,C,0.00,0.12,0.86,0.02,0.00,0.00
2020-03-10 18:06:54,000581,C,0.00,0.21,0.70,0.08,0.00,0.00
2020-03-10 18:11:03,000582,B,0.00,0.98,0.02,0.00,0.00,0.00
2020-03-10 18:12:50,000583,B,0.00,0.78,0.22,0.00,0.00,0.00
2020-03-10 18:14:30,000584,B,0.17,0.76,0.06,0.00,0.00,0.00
2020-03-10 18:15:02,000585,A,0.63,0.37,0.00,0.00,0.00,0.00
2020-03-10 18:15:19,000586,C,0.00,0.01,0.92,0.07,0.00,0.00
2020-03-10 18:16:39,000587,B,0.04,0.94,0.01,0.00,0.00,0.00
2020-03-10 18:17:08,000588,A,0.74,0.25,0.00,0.00,0.00,0.00
2020-03-10 18:17:23,000589,A,0.92,0.08,0.00,0.00,0.00,0.00
2020-03-10 18:17:42,000590,C,0.00,0.05,0.90,0.04,0.00,0.00
2020-03-10 18:17:47,000591,A,0.40,0.38,0.18,0.01,0.02,0.00
2020-03-10 18:20:39,000592,A,0.88,0.12,0.00,0.00,0.00,0.00
2020-03-10 18:29:48,000593,C,0.00,0.03,0.94,0.03,0.00,0.00
2020-03-10 18:30:09,000594,B,0.02,0.83,0.14,0.00,0.00,0.00
2020-03-10 18:30:13,000595,B,0.04,0.61,0.33,0.03,0.00,0.00
2020-03-10 18:31:44,000596,B,0.17,0.72,0.11,0.00,0.00,0.00
2020-03-10 18:33:40,000597,B,0.00,0.69,0.23,0.08,0.00,0.00
2020-03-10 18:40:23,000598,A,0.95,0.05,0.00,0.00,0.00,0.00
2020-03-10 18:41:21,000599,B,0.11,0.84,0.04,0.00,0.00,0.00
2020-03-10 18:42:58,000600,A,0.79,0.21,0.00,0.00,0.00,0.00
2020-03-10 18:43:19,000601,B,0.12,0.86,0.02,0.00,0.00,0.00
2020-03-10 18:49:22,000602,B,0.07,0.91,0.02,0.00,0.00,0.00
2020-03-10 18:54:53,000603,B,0.11,0.74,0.15,0.00,0.00,0.00
2020-03-10 18:59:41,000604,B,0.31,0.65,0.03,0.00,0.00,0.00
2020-03-10 19:00:35,000605,B,0.21,0.51,0.26,0.00,0.00,0.01
2020-03-10 19:00:46,000606,B,0.00,1.00,0.00,0.00,0.00,0.00
2020-03-10 19:00:50,000607,N,0.35,0.01,0.00,0.00,0.00,0.64
2020-03-10 19:00:54,000608,B,0.00,0.52,0.39,0.08,0.01,0.00
2020-03-10 19:06:48,000609,C,0.00,0.02,0.93,0.05,0.01,0.00
2020-03-10 19:07:57,000610,C,0.00,0.16,0.82,0.01,0.00,0.00
2020-03-10 19:09:56,000611,B,0.38,0.60,0.01,0.00,0.00,0.00
2020-03-10 19:12:40,000612,A,0.84,0.09,0.01,0.00,0.01,0.05
2020-03-10 19:15:35,000613,C,0.00,0.00,0.98,0.02,0.00,0.00
2020-03-10 19:16:14,000614,B,0.04,0.89,0.07,0.00,0.00,0.00
2020-03-10 19:16:36,000615,A,0.75,0.19,0.04,0.00,0.01,0.00
2020-03-10 19:17:23,000616,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-10 19:17:34,000617,C,0.01,0.22,0.76,0.00,0.00,0.00
2020-03-10 19:21:45,000618,A,0.46,0.41,0.13,0.00,0.00,0.00
2020-03-10 19:35:29,000619,C,0.00,0.01,0.84,0.15,0.00,0.00
2020-03-10 19:44:21,000620,C,0.00,0.04,0.94,0.02,0.00,0.00
2020-03-10 19:46:37,000621,D,0.00,0.01,0.39,0.57,0.03,0.00
2020-03-10 19:46:47,000622,B,0.30,0.69,0.01,0.00,0.00,0.00
2020-03-10 20:00:27,000625,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:03:32,000627,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:03:38,000628,N,0.00,0.00,0.00,0.00,0.00,0.99
2020-03-11 07:03:40,000629,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:20:03,000630,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:22:20,000631,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:38:30,000632,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:46:45,000633,A,0.57,0.43,0.00,0.00,0.00,0.00
2020-03-11 07:47:17,000634,B,0.00,0.88,0.11,0.00,0.00,0.00
2020-03-11 07:47:24,000635,C,0.00,0.00,0.83,0.11,0.06,0.00
2020-03-11 07:47:28,000636,C,0.00,0.00,0.88,0.09,0.02,0.01
2020-03-11 07:47:42,000637,D,0.00,0.00,0.28,0.65,0.06,0.00
2020-03-11 07:48:08,000638,C,0.02,0.02,0.57,0.34,0.04,0.02
2020-03-11 07:49:47,000639,A,0.73,0.26,0.00,0.00,0.00,0.00
2020-03-11 07:49:50,000640,A,0.90,0.10,0.00,0.00,0.00,0.00
2020-03-11 07:49:55,000641,A,0.71,0.28,0.00,0.00,0.00,0.00
2020-03-11 07:54:16,000642,A,0.86,0.14,0.00,0.00,0.00,0.00
2020-03-11 07:54:21,000643,A,0.58,0.40,0.00,0.00,0.00,0.01
2020-03-11 07:54:47,000644,A,0.99,0.00,0.00,0.00,0.00,0.01
2020-03-11 07:55:19,000645,C,0.00,0.01,0.92,0.06,0.00,0.00
2020-03-11 07:55:23,000646,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:55:27,000647,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 07:55:38,000648,C,0.00,0.08,0.89,0.02,0.00,0.00
2020-03-11 07:55:41,000649,C,0.00,0.01,0.98,0.01,0.00,0.00
2020-03-11 08:00:17,000650,A,0.54,0.38,0.04,0.01,0.03,0.00
2020-03-11 08:06:56,000651,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-03-11 08:07:35,000652,D,0.00,0.00,0.04,0.62,0.34,0.00
2020-03-11 08:27:28,000653,C,0.00,0.00,0.67,0.31,0.01,0.00
2020-03-11 08:27:37,000654,D,0.00,0.00,0.29,0.44,0.27,0.00
2020-03-11 08:28:02,000655,N,0.09,0.02,0.00,0.01,0.01,0.87
2020-03-11 08:31:38,000656,A,0.80,0.13,0.03,0.02,0.01,0.00
2020-03-11 08:35:21,000657,N,0.10,0.00,0.00,0.00,0.01,0.89
2020-03-11 08:35:50,000658,B,0.29,0.68,0.01,0.01,0.00,0.02
2020-03-11 08:35:53,000659,A,0.62,0.37,0.01,0.00,0.00,0.00
2020-03-11 08:36:01,000660,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-03-11 08:37:08,000661,A,0.58,0.34,0.04,0.02,0.01,0.01
